AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
1-4|0.2|0.4|0.3|50|Mortality|15339782|Acute Myeloid|1999
10-14|0.2|0.3|0.3|54|Mortality|20213364|Acute Myeloid|1999
15-19|0.3|0.4|0.3|66|Mortality|20084602|Acute Myeloid|1999
5-9|0.1|0.2|0.1|29|Mortality|20606460|Acute Myeloid|1999
<1|~|~|~|~|Mortality|3795762|Acute Myeloid|1999
1-4|0.8|1.2|1.0|140|Incidence|14328395|Acute Myeloid|1999
10-14|0.5|0.7|0.6|113|Incidence|18868530|Acute Myeloid|1999
15-19|0.8|1.0|0.9|165|Incidence|18711679|Acute Myeloid|1999
5-9|0.4|0.6|0.5|91|Incidence|19255907|Acute Myeloid|1999
<1|0.9|1.7|1.2|44|Incidence|3542217|Acute Myeloid|1999
1-4|~|~|~|~|Mortality|15339782|Bones and Joints|1999
10-14|0.2|0.4|0.3|55|Mortality|20213364|Bones and Joints|1999
15-19|0.5|0.8|0.6|127|Mortality|20084602|Bones and Joints|1999
5-9|0.1|0.2|0.1|24|Mortality|20606460|Bones and Joints|1999
<1|~|~|~|~|Mortality|3795762|Bones and Joints|1999
1-4|0.1|0.3|0.2|31|Incidence|14328395|Bones and Joints|1999
10-14|1.3|1.6|1.5|275|Incidence|18868530|Bones and Joints|1999
15-19|1.2|1.6|1.4|263|Incidence|18711679|Bones and Joints|1999
5-9|0.5|0.7|0.6|111|Incidence|19255907|Bones and Joints|1999
<1|~|~|~|~|Incidence|3542217|Bones and Joints|1999
1-4|0.6|0.9|0.8|119|Mortality|15339782|Leukemia|1999
10-14|0.7|1.0|0.9|175|Mortality|20213364|Leukemia|1999
15-19|1.0|1.3|1.1|221|Mortality|20084602|Leukemia|1999
5-9|0.5|0.7|0.6|130|Mortality|20606460|Leukemia|1999
<1|0.5|1.0|0.7|27|Mortality|3795762|Leukemia|1999
1-4|7.6|8.5|8.1|1156|Incidence|14328395|Leukemia|1999
10-14|2.6|3.1|2.9|543|Incidence|18868530|Leukemia|1999
15-19|2.5|3.0|2.7|506|Incidence|18711679|Leukemia|1999
5-9|3.4|4.0|3.7|712|Incidence|19255907|Leukemia|1999
<1|3.8|5.2|4.5|158|Incidence|3542217|Leukemia|1999
1-4|0.7|1.0|0.8|129|Mortality|15339782|Other|1999
10-14|0.3|0.4|0.3|68|Mortality|20213364|Other|1999
15-19|0.5|0.8|0.6|127|Mortality|20084602|Other|1999
5-9|0.4|0.6|0.5|108|Mortality|20606460|Other|1999
<1|0.4|0.9|0.6|23|Mortality|3795762|Other|1999
1-4|3.6|4.3|4.0|568|Incidence|14328395|Other|1999
10-14|2.2|2.6|2.4|447|Incidence|18868530|Other|1999
15-19|7.5|8.4|7.9|1487|Incidence|18711679|Other|1999
5-9|1.0|1.3|1.2|224|Incidence|19255907|Other|1999
<1|9.7|11.9|10.8|381|Incidence|3542217|Other|1999
1-4|0.1|0.2|0.1|18|Mortality|15339782|Soft Tissue|1999
10-14|0.1|0.3|0.2|37|Mortality|20213364|Soft Tissue|1999
15-19|0.2|0.4|0.3|65|Mortality|20084602|Soft Tissue|1999
5-9|0.1|0.2|0.1|28|Mortality|20606460|Soft Tissue|1999
<1|~|~|~|~|Mortality|3795762|Soft Tissue|1999
1-4|0.8|1.1|0.9|133|Incidence|14328395|Soft Tissue|1999
10-14|0.6|0.8|0.7|129|Incidence|18868530|Soft Tissue|1999
15-19|0.8|1.1|1.0|183|Incidence|18711679|Soft Tissue|1999
5-9|0.5|0.7|0.6|108|Incidence|19255907|Soft Tissue|1999
<1|2.3|3.4|2.8|100|Incidence|3542217|Soft Tissue|1999
1-4|0.2|0.4|0.3|48|Mortality|15322337|Acute Lymphocytic|2000
10-14|0.4|0.5|0.4|92|Mortality|20637696|Acute Lymphocytic|2000
15-19|0.4|0.6|0.5|98|Mortality|20294955|Acute Lymphocytic|2000
5-9|0.3|0.5|0.4|78|Mortality|20463852|Acute Lymphocytic|2000
<1|0.2|0.7|0.4|16|Mortality|3855956|Acute Lymphocytic|2000
1-4|6.8|7.7|7.2|1033|Incidence|14307286|Acute Lymphocytic|2000
10-14|1.6|1.9|1.7|334|Incidence|19268598|Acute Lymphocytic|2000
15-19|1.4|1.8|1.6|306|Incidence|18916654|Acute Lymphocytic|2000
5-9|3.0|3.5|3.2|613|Incidence|19120872|Acute Lymphocytic|2000
<1|1.9|3.0|2.4|87|Incidence|3597900|Acute Lymphocytic|2000
1-4|0.3|0.5|0.4|56|Mortality|15322337|Acute Myeloid|2000
10-14|0.2|0.3|0.2|47|Mortality|20637696|Acute Myeloid|2000
15-19|0.3|0.5|0.4|77|Mortality|20294955|Acute Myeloid|2000
5-9|0.1|0.2|0.2|33|Mortality|20463852|Acute Myeloid|2000
<1|~|~|~|~|Mortality|3855956|Acute Myeloid|2000
1-4|0.7|1.0|0.8|120|Incidence|14307286|Acute Myeloid|2000
10-14|0.4|0.6|0.5|91|Incidence|19268598|Acute Myeloid|2000
15-19|0.7|1.0|0.8|155|Incidence|18916654|Acute Myeloid|2000
5-9|0.3|0.5|0.4|74|Incidence|19120872|Acute Myeloid|2000
<1|1.0|1.7|1.3|47|Incidence|3597900|Acute Myeloid|2000
1-4|~|~|~|~|Mortality|15322337|Bones and Joints|2000
10-14|0.2|0.4|0.3|62|Mortality|20637696|Bones and Joints|2000
15-19|0.4|0.6|0.5|98|Mortality|20294955|Bones and Joints|2000
5-9|0.1|0.1|0.1|19|Mortality|20463852|Bones and Joints|2000
<1|~|~|~|~|Mortality|3855956|Bones and Joints|2000
1-4|0.1|0.2|0.2|23|Incidence|14307286|Bones and Joints|2000
10-14|1.2|1.5|1.3|257|Incidence|19268598|Bones and Joints|2000
15-19|1.2|1.6|1.4|267|Incidence|18916654|Bones and Joints|2000
5-9|0.4|0.6|0.5|100|Incidence|19120872|Bones and Joints|2000
<1|~|~|~|~|Incidence|3597900|Bones and Joints|2000
1-4|0.8|1.1|0.9|137|Mortality|15322337|Leukemia|2000
10-14|0.7|1.0|0.8|173|Mortality|20637696|Leukemia|2000
15-19|1.0|1.4|1.2|242|Mortality|20294955|Leukemia|2000
5-9|0.6|0.8|0.7|142|Mortality|20463852|Leukemia|2000
<1|0.7|1.4|1.0|38|Mortality|3855956|Leukemia|2000
1-4|8.0|8.9|8.5|1210|Incidence|14307286|Leukemia|2000
10-14|2.3|2.7|2.5|478|Incidence|19268598|Leukemia|2000
15-19|2.5|3.0|2.7|517|Incidence|18916654|Leukemia|2000
5-9|3.6|4.1|3.8|732|Incidence|19120872|Leukemia|2000
<1|4.0|5.5|4.7|170|Incidence|3597900|Leukemia|2000
1-4|0.7|1.0|0.9|135|Mortality|15322337|Other|2000
10-14|0.3|0.5|0.4|76|Mortality|20637696|Other|2000
15-19|0.6|0.8|0.7|138|Mortality|20294955|Other|2000
5-9|0.4|0.6|0.5|98|Mortality|20463852|Other|2000
<1|0.4|0.9|0.6|24|Mortality|3855956|Other|2000
1-4|3.7|4.3|4.0|573|Incidence|14307286|Other|2000
10-14|2.2|2.7|2.4|471|Incidence|19268598|Other|2000
15-19|7.6|8.4|8.0|1509|Incidence|18916654|Other|2000
5-9|1.1|1.4|1.2|231|Incidence|19120872|Other|2000
<1|8.9|11.0|10.0|358|Incidence|3597900|Other|2000
1-4|0.1|0.2|0.1|20|Mortality|15322337|Soft Tissue|2000
10-14|0.1|0.2|0.1|27|Mortality|20637696|Soft Tissue|2000
15-19|0.3|0.5|0.4|73|Mortality|20294955|Soft Tissue|2000
5-9|0.0|0.1|0.1|17|Mortality|20463852|Soft Tissue|2000
<1|~|~|~|~|Mortality|3855956|Soft Tissue|2000
1-4|0.9|1.2|1.0|148|Incidence|14307286|Soft Tissue|2000
10-14|0.7|1.0|0.9|168|Incidence|19268598|Soft Tissue|2000
15-19|1.1|1.4|1.2|236|Incidence|18916654|Soft Tissue|2000
5-9|0.5|0.7|0.6|110|Incidence|19120872|Soft Tissue|2000
<1|2.5|3.7|3.1|111|Incidence|3597900|Soft Tissue|2000
1-4|0.2|0.4|0.3|41|Mortality|15285559|Acute Lymphocytic|2001
10-14|0.3|0.5|0.4|78|Mortality|20978678|Acute Lymphocytic|2001
15-19|0.4|0.6|0.5|105|Mortality|20456284|Acute Lymphocytic|2001
5-9|0.3|0.5|0.4|84|Mortality|20173362|Acute Lymphocytic|2001
<1|~|~|~|~|Mortality|4012658|Acute Lymphocytic|2001
1-4|7.2|8.1|7.7|1109|Incidence|14453372|Acute Lymphocytic|2001
10-14|1.8|2.2|2.0|398|Incidence|19846374|Acute Lymphocytic|2001
15-19|1.4|1.7|1.5|299|Incidence|19335843|Acute Lymphocytic|2001
5-9|2.9|3.4|3.1|594|Incidence|19087067|Acute Lymphocytic|2001
<1|1.5|2.4|1.9|73|Incidence|3793407|Acute Lymphocytic|2001
1-4|0.4|0.6|0.5|73|Mortality|15285559|Acute Myeloid|2001
10-14|0.2|0.3|0.2|46|Mortality|20978678|Acute Myeloid|2001
15-19|0.3|0.4|0.3|70|Mortality|20456284|Acute Myeloid|2001
5-9|0.1|0.2|0.2|31|Mortality|20173362|Acute Myeloid|2001
<1|~|~|~|~|Mortality|4012658|Acute Myeloid|2001
1-4|0.7|1.0|0.8|121|Incidence|14453372|Acute Myeloid|2001
10-14|0.6|0.8|0.7|132|Incidence|19846374|Acute Myeloid|2001
15-19|0.7|1.0|0.8|159|Incidence|19335843|Acute Myeloid|2001
5-9|0.3|0.5|0.4|82|Incidence|19087067|Acute Myeloid|2001
<1|1.0|1.8|1.3|51|Incidence|3793407|Acute Myeloid|2001
1-4|~|~|~|~|Mortality|15285559|Bones and Joints|2001
10-14|0.3|0.4|0.3|72|Mortality|20978678|Bones and Joints|2001
15-19|0.4|0.6|0.5|101|Mortality|20456284|Bones and Joints|2001
5-9|~|~|~|~|Mortality|20173362|Bones and Joints|2001
<1|~|~|~|~|Mortality|4012658|Bones and Joints|2001
1-4|0.1|0.2|0.2|22|Incidence|14453372|Bones and Joints|2001
10-14|1.2|1.6|1.4|278|Incidence|19846374|Bones and Joints|2001
15-19|1.6|1.9|1.7|336|Incidence|19335843|Bones and Joints|2001
5-9|0.5|0.7|0.6|108|Incidence|19087067|Bones and Joints|2001
<1|~|~|~|~|Incidence|3793407|Bones and Joints|2001
1-4|0.9|1.2|1.0|155|Mortality|15285559|Leukemia|2001
10-14|0.7|0.9|0.8|170|Mortality|20978678|Leukemia|2001
15-19|1.0|1.3|1.1|225|Mortality|20456284|Leukemia|2001
5-9|0.6|0.9|0.8|153|Mortality|20173362|Leukemia|2001
<1|0.4|0.9|0.6|25|Mortality|4012658|Leukemia|2001
1-4|8.6|9.6|9.1|1315|Incidence|14453372|Leukemia|2001
10-14|2.7|3.2|2.9|585|Incidence|19846374|Leukemia|2001
15-19|2.6|3.1|2.8|551|Incidence|19335843|Leukemia|2001
5-9|3.5|4.1|3.8|725|Incidence|19087067|Leukemia|2001
<1|3.5|4.8|4.1|157|Incidence|3793407|Leukemia|2001
1-4|0.7|1.0|0.8|122|Mortality|15285559|Other|2001
10-14|0.3|0.4|0.3|70|Mortality|20978678|Other|2001
15-19|0.6|0.8|0.7|147|Mortality|20456284|Other|2001
5-9|0.3|0.5|0.4|88|Mortality|20173362|Other|2001
<1|0.2|0.7|0.4|17|Mortality|4012658|Other|2001
1-4|4.3|5.0|4.6|665|Incidence|14453372|Other|2001
10-14|2.5|3.0|2.7|539|Incidence|19846374|Other|2001
15-19|8.0|8.8|8.4|1619|Incidence|19335843|Other|2001
5-9|1.3|1.7|1.5|283|Incidence|19087067|Other|2001
<1|10.7|12.9|11.8|447|Incidence|3793407|Other|2001
1-4|0.1|0.2|0.1|18|Mortality|15285559|Soft Tissue|2001
10-14|0.1|0.2|0.2|36|Mortality|20978678|Soft Tissue|2001
15-19|0.2|0.4|0.3|61|Mortality|20456284|Soft Tissue|2001
5-9|0.1|0.2|0.1|26|Mortality|20173362|Soft Tissue|2001
<1|~|~|~|~|Mortality|4012658|Soft Tissue|2001
1-4|1.0|1.4|1.2|176|Incidence|14453372|Soft Tissue|2001
10-14|0.7|1.0|0.9|170|Incidence|19846374|Soft Tissue|2001
15-19|1.0|1.3|1.1|213|Incidence|19335843|Soft Tissue|2001
5-9|0.4|0.6|0.5|89|Incidence|19087067|Soft Tissue|2001
<1|2.8|4.0|3.4|129|Incidence|3793407|Soft Tissue|2001
1-4|0.2|0.3|0.2|34|Mortality|15477731|Acute Lymphocytic|2002
10-14|0.3|0.5|0.4|91|Mortality|21261421|Acute Lymphocytic|2002
15-19|0.4|0.6|0.5|106|Mortality|20610370|Acute Lymphocytic|2002
5-9|0.3|0.5|0.4|82|Mortality|19872417|Acute Lymphocytic|2002
<1|~|~|~|~|Mortality|3951461|Acute Lymphocytic|2002
1-4|6.8|7.7|7.2|1058|Incidence|14606253|Acute Lymphocytic|2002
10-14|1.6|2.0|1.8|367|Incidence|20081163|Acute Lymphocytic|2002
15-19|1.4|1.8|1.6|313|Incidence|19446561|Acute Lymphocytic|2002
5-9|2.9|3.4|3.2|595|Incidence|18767324|Acute Lymphocytic|2002
<1|1.4|2.3|1.9|69|Incidence|3729412|Acute Lymphocytic|2002
1-4|0.2|0.4|0.3|46|Mortality|15477731|Acute Myeloid|2002
10-14|0.2|0.3|0.2|44|Mortality|21261421|Acute Myeloid|2002
15-19|0.3|0.5|0.4|78|Mortality|20610370|Acute Myeloid|2002
5-9|0.1|0.2|0.2|34|Mortality|19872417|Acute Myeloid|2002
<1|~|~|~|~|Mortality|3951461|Acute Myeloid|2002
1-4|0.7|1.0|0.9|128|Incidence|14606253|Acute Myeloid|2002
10-14|0.6|0.8|0.7|133|Incidence|20081163|Acute Myeloid|2002
15-19|0.7|1.0|0.9|168|Incidence|19446561|Acute Myeloid|2002
5-9|0.3|0.5|0.4|81|Incidence|18767324|Acute Myeloid|2002
<1|0.9|1.7|1.3|48|Incidence|3729412|Acute Myeloid|2002
1-4|~|~|~|~|Mortality|15477731|Bones and Joints|2002
10-14|0.2|0.4|0.3|61|Mortality|21261421|Bones and Joints|2002
15-19|0.4|0.6|0.5|94|Mortality|20610370|Bones and Joints|2002
5-9|0.1|0.2|0.1|21|Mortality|19872417|Bones and Joints|2002
<1|~|~|~|~|Mortality|3951461|Bones and Joints|2002
1-4|0.1|0.3|0.2|26|Incidence|14606253|Bones and Joints|2002
10-14|1.2|1.5|1.3|270|Incidence|20081163|Bones and Joints|2002
15-19|1.4|1.8|1.6|310|Incidence|19446561|Bones and Joints|2002
5-9|0.5|0.8|0.6|119|Incidence|18767324|Bones and Joints|2002
<1|~|~|~|~|Incidence|3729412|Bones and Joints|2002
1-4|0.5|0.8|0.7|104|Mortality|15477731|Leukemia|2002
10-14|0.7|0.9|0.8|168|Mortality|21261421|Leukemia|2002
15-19|1.0|1.3|1.1|237|Mortality|20610370|Leukemia|2002
5-9|0.6|0.9|0.7|148|Mortality|19872417|Leukemia|2002
<1|0.3|0.8|0.5|21|Mortality|3951461|Leukemia|2002
1-4|8.2|9.1|8.6|1262|Incidence|14606253|Leukemia|2002
10-14|2.6|3.0|2.8|559|Incidence|20081163|Leukemia|2002
15-19|2.6|3.1|2.9|558|Incidence|19446561|Leukemia|2002
5-9|3.6|4.2|3.9|736|Incidence|18767324|Leukemia|2002
<1|3.6|5.0|4.2|158|Incidence|3729412|Leukemia|2002
1-4|0.7|1.0|0.9|136|Mortality|15477731|Other|2002
10-14|0.3|0.5|0.4|78|Mortality|21261421|Other|2002
15-19|0.6|0.8|0.7|148|Mortality|20610370|Other|2002
5-9|0.4|0.6|0.5|97|Mortality|19872417|Other|2002
<1|0.5|1.1|0.8|31|Mortality|3951461|Other|2002
1-4|3.8|4.5|4.2|607|Incidence|14606253|Other|2002
10-14|2.5|2.9|2.7|537|Incidence|20081163|Other|2002
15-19|8.4|9.2|8.8|1715|Incidence|19446561|Other|2002
5-9|1.4|1.8|1.6|296|Incidence|18767324|Other|2002
<1|10.2|12.3|11.2|418|Incidence|3729412|Other|2002
1-4|0.1|0.2|0.1|23|Mortality|15477731|Soft Tissue|2002
10-14|0.1|0.3|0.2|41|Mortality|21261421|Soft Tissue|2002
15-19|0.2|0.4|0.3|58|Mortality|20610370|Soft Tissue|2002
5-9|0.1|0.2|0.1|28|Mortality|19872417|Soft Tissue|2002
<1|~|~|~|~|Mortality|3951461|Soft Tissue|2002
1-4|1.0|1.4|1.2|178|Incidence|14606253|Soft Tissue|2002
10-14|0.7|1.0|0.8|168|Incidence|20081163|Soft Tissue|2002
15-19|0.9|1.2|1.1|208|Incidence|19446561|Soft Tissue|2002
5-9|0.5|0.8|0.6|120|Incidence|18767324|Soft Tissue|2002
<1|2.7|3.8|3.2|120|Incidence|3729412|Soft Tissue|2002
1-4|0.3|0.5|0.4|61|Mortality|15616575|Acute Lymphocytic|2003
10-14|0.3|0.5|0.4|87|Mortality|21415353|Acute Lymphocytic|2003
15-19|0.3|0.5|0.4|82|Mortality|20797166|Acute Lymphocytic|2003
5-9|0.4|0.5|0.4|87|Mortality|19620851|Acute Lymphocytic|2003
<1|~|~|~|~|Mortality|3975871|Acute Lymphocytic|2003
1-4|6.4|7.2|6.8|1063|Incidence|15616575|Acute Lymphocytic|2003
10-14|1.6|1.9|1.7|370|Incidence|21415353|Acute Lymphocytic|2003
15-19|1.3|1.6|1.4|301|Incidence|20797166|Acute Lymphocytic|2003
5-9|3.0|3.5|3.3|638|Incidence|19620851|Acute Lymphocytic|2003
<1|1.5|2.4|1.9|77|Incidence|3975871|Acute Lymphocytic|2003
1-4|0.2|0.3|0.2|38|Mortality|15616575|Acute Myeloid|2003
10-14|0.2|0.3|0.3|55|Mortality|21415353|Acute Myeloid|2003
15-19|0.2|0.4|0.3|65|Mortality|20797166|Acute Myeloid|2003
5-9|0.1|0.3|0.2|39|Mortality|19620851|Acute Myeloid|2003
<1|~|~|~|~|Mortality|3975871|Acute Myeloid|2003
1-4|0.7|1.0|0.9|134|Incidence|15616575|Acute Myeloid|2003
10-14|0.5|0.7|0.6|132|Incidence|21415353|Acute Myeloid|2003
15-19|0.7|0.9|0.8|168|Incidence|20797166|Acute Myeloid|2003
5-9|0.3|0.5|0.4|75|Incidence|19620851|Acute Myeloid|2003
<1|1.0|1.8|1.4|55|Incidence|3975871|Acute Myeloid|2003
1-4|~|~|~|~|Mortality|15616575|Bones and Joints|2003
10-14|0.2|0.4|0.3|64|Mortality|21415353|Bones and Joints|2003
15-19|0.4|0.6|0.5|104|Mortality|20797166|Bones and Joints|2003
5-9|~|~|~|~|Mortality|19620851|Bones and Joints|2003
<1|~|~|~|~|Mortality|3975871|Bones and Joints|2003
1-4|0.2|0.3|0.2|36|Incidence|15616575|Bones and Joints|2003
10-14|1.2|1.5|1.3|284|Incidence|21415353|Bones and Joints|2003
15-19|1.3|1.7|1.5|313|Incidence|20797166|Bones and Joints|2003
5-9|0.4|0.6|0.5|91|Incidence|19620851|Bones and Joints|2003
<1|~|~|~|~|Incidence|3975871|Bones and Joints|2003
1-4|0.7|1.0|0.9|133|Mortality|15616575|Leukemia|2003
10-14|0.7|1.0|0.9|186|Mortality|21415353|Leukemia|2003
15-19|0.8|1.0|0.9|183|Mortality|20797166|Leukemia|2003
5-9|0.7|0.9|0.8|156|Mortality|19620851|Leukemia|2003
<1|0.5|1.1|0.8|30|Mortality|3975871|Leukemia|2003
1-4|7.7|8.6|8.1|1266|Incidence|15616575|Leukemia|2003
10-14|2.3|2.8|2.6|547|Incidence|21415353|Leukemia|2003
15-19|2.5|3.0|2.7|566|Incidence|20797166|Leukemia|2003
5-9|3.6|4.1|3.9|757|Incidence|19620851|Leukemia|2003
<1|3.8|5.2|4.5|177|Incidence|3975871|Leukemia|2003
1-4|0.6|0.9|0.8|118|Mortality|15616575|Other|2003
10-14|0.3|0.4|0.3|69|Mortality|21415353|Other|2003
15-19|0.5|0.8|0.7|136|Mortality|20797166|Other|2003
5-9|0.4|0.6|0.5|101|Mortality|19620851|Other|2003
<1|0.4|0.9|0.6|23|Mortality|3975871|Other|2003
1-4|4.0|4.6|4.3|673|Incidence|15616575|Other|2003
10-14|2.7|3.2|2.9|626|Incidence|21415353|Other|2003
15-19|8.3|9.1|8.7|1802|Incidence|20797166|Other|2003
5-9|1.2|1.5|1.3|257|Incidence|19620851|Other|2003
<1|10.8|12.9|11.8|469|Incidence|3975871|Other|2003
1-4|~|~|~|~|Mortality|15616575|Soft Tissue|2003
10-14|0.1|0.2|0.2|36|Mortality|21415353|Soft Tissue|2003
15-19|0.3|0.4|0.3|68|Mortality|20797166|Soft Tissue|2003
5-9|0.1|0.2|0.1|26|Mortality|19620851|Soft Tissue|2003
<1|~|~|~|~|Mortality|3975871|Soft Tissue|2003
1-4|0.9|1.2|1.1|164|Incidence|15616575|Soft Tissue|2003
10-14|0.7|1.0|0.9|184|Incidence|21415353|Soft Tissue|2003
15-19|1.1|1.4|1.2|252|Incidence|20797166|Soft Tissue|2003
5-9|0.4|0.6|0.5|105|Incidence|19620851|Soft Tissue|2003
<1|2.6|3.7|3.1|124|Incidence|3975871|Soft Tissue|2003
1-4|0.2|0.4|0.3|42|Mortality|15771627|Acute Lymphocytic|2004
10-14|0.3|0.4|0.3|72|Mortality|21411680|Acute Lymphocytic|2004
15-19|0.4|0.5|0.4|93|Mortality|21102552|Acute Lymphocytic|2004
5-9|0.3|0.5|0.4|83|Mortality|19454237|Acute Lymphocytic|2004
<1|~|~|~|~|Mortality|4014258|Acute Lymphocytic|2004
1-4|7.3|8.2|7.7|1216|Incidence|15771627|Acute Lymphocytic|2004
10-14|1.7|2.1|1.9|400|Incidence|21411680|Acute Lymphocytic|2004
15-19|1.4|1.8|1.6|341|Incidence|21102552|Acute Lymphocytic|2004
5-9|3.0|3.5|3.3|636|Incidence|19454237|Acute Lymphocytic|2004
<1|1.6|2.5|2.0|79|Incidence|4014258|Acute Lymphocytic|2004
1-4|0.3|0.5|0.3|55|Mortality|15771627|Acute Myeloid|2004
10-14|0.2|0.3|0.2|50|Mortality|21411680|Acute Myeloid|2004
15-19|0.2|0.4|0.3|64|Mortality|21102552|Acute Myeloid|2004
5-9|0.1|0.3|0.2|35|Mortality|19454237|Acute Myeloid|2004
<1|~|~|~|~|Mortality|4014258|Acute Myeloid|2004
1-4|0.7|1.0|0.9|140|Incidence|15771627|Acute Myeloid|2004
10-14|0.5|0.7|0.6|135|Incidence|21411680|Acute Myeloid|2004
15-19|0.7|1.0|0.8|175|Incidence|21102552|Acute Myeloid|2004
5-9|0.4|0.6|0.4|87|Incidence|19454237|Acute Myeloid|2004
<1|1.2|2.0|1.5|61|Incidence|4014258|Acute Myeloid|2004
1-4|~|~|~|~|Mortality|15771627|Bones and Joints|2004
10-14|0.2|0.3|0.3|57|Mortality|21411680|Bones and Joints|2004
15-19|0.4|0.6|0.5|114|Mortality|21102552|Bones and Joints|2004
5-9|~|~|~|~|Mortality|19454237|Bones and Joints|2004
<1|~|~|~|~|Mortality|4014258|Bones and Joints|2004
1-4|0.1|0.3|0.2|30|Incidence|15771627|Bones and Joints|2004
10-14|1.3|1.6|1.4|307|Incidence|21411680|Bones and Joints|2004
15-19|1.3|1.7|1.5|317|Incidence|21102552|Bones and Joints|2004
5-9|0.5|0.7|0.6|109|Incidence|19454237|Bones and Joints|2004
<1|~|~|~|~|Incidence|4014258|Bones and Joints|2004
1-4|0.6|0.9|0.8|120|Mortality|15771627|Leukemia|2004
10-14|0.6|0.9|0.7|156|Mortality|21411680|Leukemia|2004
15-19|0.9|1.1|1.0|210|Mortality|21102552|Leukemia|2004
5-9|0.7|0.9|0.8|156|Mortality|19454237|Leukemia|2004
<1|0.4|0.9|0.6|23|Mortality|4014258|Leukemia|2004
1-4|8.7|9.6|9.1|1443|Incidence|15771627|Leukemia|2004
10-14|2.6|3.1|2.8|604|Incidence|21411680|Leukemia|2004
15-19|2.6|3.1|2.8|601|Incidence|21102552|Leukemia|2004
5-9|3.7|4.2|3.9|768|Incidence|19454237|Leukemia|2004
<1|3.9|5.2|4.5|180|Incidence|4014258|Leukemia|2004
1-4|0.7|1.0|0.8|130|Mortality|15771627|Other|2004
10-14|0.3|0.4|0.3|69|Mortality|21411680|Other|2004
15-19|0.6|0.8|0.7|151|Mortality|21102552|Other|2004
5-9|0.4|0.6|0.5|98|Mortality|19454237|Other|2004
<1|0.3|0.8|0.5|20|Mortality|4014258|Other|2004
1-4|4.1|4.8|4.5|703|Incidence|15771627|Other|2004
10-14|2.6|3.1|2.8|607|Incidence|21411680|Other|2004
15-19|8.4|9.2|8.8|1852|Incidence|21102552|Other|2004
5-9|1.4|1.8|1.6|305|Incidence|19454237|Other|2004
<1|11.1|13.3|12.2|489|Incidence|4014258|Other|2004
1-4|0.1|0.2|0.2|24|Mortality|15771627|Soft Tissue|2004
10-14|0.1|0.3|0.2|42|Mortality|21411680|Soft Tissue|2004
15-19|0.2|0.4|0.3|66|Mortality|21102552|Soft Tissue|2004
5-9|0.1|0.2|0.1|28|Mortality|19454237|Soft Tissue|2004
<1|~|~|~|~|Mortality|4014258|Soft Tissue|2004
1-4|0.9|1.3|1.1|171|Incidence|15771627|Soft Tissue|2004
10-14|0.8|1.1|1.0|207|Incidence|21411680|Soft Tissue|2004
15-19|1.0|1.3|1.2|251|Incidence|21102552|Soft Tissue|2004
5-9|0.4|0.6|0.5|101|Incidence|19454237|Soft Tissue|2004
<1|2.7|3.9|3.3|131|Incidence|4014258|Soft Tissue|2004
1-4|0.2|0.3|0.3|41|Mortality|15913007|Acute Lymphocytic|2005
10-14|0.3|0.5|0.4|79|Mortality|21212579|Acute Lymphocytic|2005
15-19|0.3|0.5|0.4|79|Mortality|21486214|Acute Lymphocytic|2005
5-9|0.3|0.4|0.3|64|Mortality|19389067|Acute Lymphocytic|2005
<1|~|~|~|~|Mortality|4004393|Acute Lymphocytic|2005
1-4|6.9|7.8|7.3|1169|Incidence|15913007|Acute Lymphocytic|2005
10-14|1.7|2.1|1.9|395|Incidence|21212579|Acute Lymphocytic|2005
15-19|1.4|1.7|1.6|334|Incidence|21486214|Acute Lymphocytic|2005
5-9|2.9|3.4|3.2|611|Incidence|19389067|Acute Lymphocytic|2005
<1|1.5|2.4|1.9|78|Incidence|4004393|Acute Lymphocytic|2005
1-4|0.3|0.5|0.4|60|Mortality|15913007|Acute Myeloid|2005
10-14|0.2|0.3|0.2|44|Mortality|21212579|Acute Myeloid|2005
15-19|0.3|0.4|0.3|75|Mortality|21486214|Acute Myeloid|2005
5-9|0.1|0.2|0.1|29|Mortality|19389067|Acute Myeloid|2005
<1|~|~|~|~|Mortality|4004393|Acute Myeloid|2005
1-4|0.7|1.0|0.9|137|Incidence|15913007|Acute Myeloid|2005
10-14|0.5|0.7|0.6|125|Incidence|21212579|Acute Myeloid|2005
15-19|0.6|0.8|0.7|153|Incidence|21486214|Acute Myeloid|2005
5-9|0.3|0.5|0.4|74|Incidence|19389067|Acute Myeloid|2005
<1|1.0|1.7|1.3|53|Incidence|4004393|Acute Myeloid|2005
1-4|~|~|~|~|Mortality|15913007|Bones and Joints|2005
10-14|0.2|0.4|0.3|67|Mortality|21212579|Bones and Joints|2005
15-19|0.5|0.7|0.6|124|Mortality|21486214|Bones and Joints|2005
5-9|0.1|0.1|0.1|17|Mortality|19389067|Bones and Joints|2005
<1|~|~|~|~|Mortality|4004393|Bones and Joints|2005
1-4|0.1|0.3|0.2|32|Incidence|15913007|Bones and Joints|2005
10-14|1.1|1.4|1.3|268|Incidence|21212579|Bones and Joints|2005
15-19|1.4|1.7|1.5|328|Incidence|21486214|Bones and Joints|2005
