Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI
2016,2016 Senior,Poor Mental Health Days - Seniors,Oklahoma,40,2.7,0.83,3,2.3
2016,2016 Senior,Poor Mental Health Days - Seniors,Oregon,30,2.4,0,2.7,2
2016,2016 Senior,Poor Mental Health Days - Seniors,Pennsylvania,25,2.3,-0.28,2.6,2.1
2016,2016 Senior,Poor Mental Health Days - Seniors,Rhode Island,19,2.2,-0.55,2.5,1.8
2016,2016 Senior,Poor Mental Health Days - Seniors,South Carolina,40,2.7,0.83,3,2.4
2016,2016 Senior,Poor Mental Health Days - Seniors,South Dakota,1,1.6,-2,2,1.2
2016,2016 Senior,Poor Mental Health Days - Seniors,Tennessee,49,3,1.66,3.5,2.5
2016,2016 Senior,Poor Mental Health Days - Seniors,Texas,19,2.2,-0.55,2.5,1.8
2016,2016 Senior,Poor Mental Health Days - Seniors,Utah,14,2.1,-0.83,2.3,1.9
2016,2016 Senior,Poor Mental Health Days - Seniors,Vermont,2,1.7,-1.93,1.9,1.4
2016,2016 Senior,Poor Mental Health Days - Seniors,Virginia,14,2.1,-0.83,2.4,1.8
2016,2016 Senior,Poor Mental Health Days - Seniors,Washington,25,2.3,-0.28,2.6,2
2016,2016 Senior,Poor Mental Health Days - Seniors,West Virginia,49,3,1.66,3.4,2.6
2016,2016 Senior,Poor Mental Health Days - Seniors,Wisconsin,14,2.1,-0.83,2.5,1.7
2016,2016 Senior,Poor Mental Health Days - Seniors,Wyoming,19,2.2,-0.55,2.5,1.9
2016,2016 Senior,Poor Mental Health Days - Seniors,United States,,2.4,,2.5,2.3
2016,2016 Senior,Poor Mental Health Days - Seniors,District of Columbia,,2.3,,2.9,1.8
2016,2016 Senior,Poverty - Seniors,Alabama,45,11.2,0.91,11.8,10.6
2016,2016 Senior,Poverty - Seniors,Alaska,1,4.3,-2,5.4,3.2
2016,2016 Senior,Poverty - Seniors,Arizona,34,9.4,-0.05,9.9,8.9
2016,2016 Senior,Poverty - Seniors,Arkansas,41,10.6,0.59,11.3,9.9
2016,2016 Senior,Poverty - Seniors,California,41,10.6,0.59,10.9,10.3
2016,2016 Senior,Poverty - Seniors,Colorado,6,7.1,-1.29,7.6,6.6
2016,2016 Senior,Poverty - Seniors,Connecticut,13,7.8,-0.91,8.4,7.2
2016,2016 Senior,Poverty - Seniors,Delaware,11,7.5,-1.08,8.8,6.2
2016,2016 Senior,Poverty - Seniors,Florida,40,10.5,0.54,10.8,10.2
2016,2016 Senior,Poverty - Seniors,Georgia,39,10.4,0.48,10.9,9.9
2016,2016 Senior,Poverty - Seniors,Hawaii,20,8.2,-0.7,9.2,7.2
2016,2016 Senior,Poverty - Seniors,Idaho,35,9.5,,10.6,8.4
2016,2016 Senior,Poverty - Seniors,Illinois,27,8.8,-0.38,9.1,8.5
2016,2016 Senior,Poverty - Seniors,Indiana,5,7,-1.34,7.4,6.6
2016,2016 Senior,Poverty - Seniors,Iowa,9,7.4,-1.13,7.8,7
2016,2016 Senior,Poverty - Seniors,Kansas,15,7.9,-0.86,8.4,7.4
2016,2016 Senior,Poverty - Seniors,Kentucky,46,11.3,0.97,11.9,10.7
2016,2016 Senior,Poverty - Seniors,Louisiana,48,12.8,1.77,13.5,12.1
2016,2016 Senior,Poverty - Seniors,Maine,29,8.9,-0.32,9.6,8.2
2016,2016 Senior,Poverty - Seniors,Maryland,9,7.4,-1.13,7.8,7
2016,2016 Senior,Poverty - Seniors,Massachusetts,31,9.3,-0.11,9.8,8.8
2016,2016 Senior,Poverty - Seniors,Michigan,17,8.1,-0.75,8.4,7.8
2016,2016 Senior,Poverty - Seniors,Minnesota,11,7.5,-1.08,7.9,7.1
2016,2016 Senior,Poverty - Seniors,Mississippi,49,13.2,1.99,14,12.4
2016,2016 Senior,Poverty - Seniors,Missouri,30,9,-0.27,9.5,8.5
2016,2016 Senior,Poverty - Seniors,Montana,21,8.3,-0.65,9.4,7.2
2016,2016 Senior,Poverty - Seniors,Nebraska,15,7.9,-0.86,8.6,7.2
2016,2016 Senior,Poverty - Seniors,Nevada,21,8.3,-0.65,9.1,7.5
2016,2016 Senior,Poverty - Seniors,New Hampshire,1,5.1,-2,5.8,4.4
2016,2016 Senior,Poverty - Seniors,New Jersey,25,8.6,-0.48,9,8.2
2016,2016 Senior,Poverty - Seniors,New Mexico,49,13.2,1.99,14.3,12.1
2016,2016 Senior,Poverty - Seniors,New York,47,11.7,1.18,12,11.4
2016,2016 Senior,Poverty - Seniors,North Carolina,36,9.7,0.11,10.1,9.3
2016,2016 Senior,Poverty - Seniors,North Dakota,26,8.7,-0.43,9.9,7.5
2016,2016 Senior,Poverty - Seniors,Ohio,17,8.1,-0.75,8.4,7.8
2016,2016 Senior,Poverty - Seniors,Oklahoma,24,8.5,-0.54,9,8
2016,2016 Senior,Poverty - Seniors,Oregon,27,8.8,-0.38,9.4,8.2
2016,2016 Senior,Poverty - Seniors,Pennsylvania,17,8.1,-0.75,8.4,7.8
2016,2016 Senior,Poverty - Seniors,Rhode Island,36,9.7,0.11,10.9,8.5
2016,2016 Senior,Poverty - Seniors,South Carolina,31,9.3,-0.11,9.8,8.8
2016,2016 Senior,Poverty - Seniors,South Dakota,41,10.6,0.59,11.7,9.5
2016,2016 Senior,Poverty - Seniors,Tennessee,38,10.1,0.32,10.6,9.6
2016,2016 Senior,Poverty - Seniors,Texas,44,10.9,0.75,11.3,10.5
2016,2016 Senior,Poverty - Seniors,Utah,4,6.7,-1.51,7.4,6
2016,2016 Senior,Poverty - Seniors,Vermont,6,7.1,-1.29,8.1,6.1
2016,2016 Senior,Poverty - Seniors,Virginia,13,7.8,-0.91,8.2,7.4
2016,2016 Senior,Poverty - Seniors,Washington,23,8.4,-0.59,8.9,7.9
2016,2016 Senior,Poverty - Seniors,West Virginia,31,9.3,-0.11,10,8.6
2016,2016 Senior,Poverty - Seniors,Wisconsin,8,7.2,-1.24,7.6,6.8
2016,2016 Senior,Poverty - Seniors,Wyoming,3,6.2,-1.77,7.7,4.7
2016,2016 Senior,Poverty - Seniors,United States,,9.5,,9.6,9.4
2016,2016 Senior,Poverty - Seniors,District of Columbia,,14.5,,16.6,12.4
2016,2016 Senior,Premature Death - Seniors,Alaska,16,1632.8,-0.55,1748.8,1516.8
2016,2016 Senior,Premature Death - Seniors,Alabama,46,2306.7,1.86,2351.8,2261.6
2016,2016 Senior,Premature Death - Seniors,United States,,1786.3,,1791.4,1781.2
2016,2016 Senior,Premature Death - Seniors,Arkansas,45,2282.3,1.78,2339.2,2225.3
2016,2016 Senior,Premature Death - Seniors,Arizona,12,1590.7,-0.7,1622.1,1559.4
2016,2016 Senior,Premature Death - Seniors,California,2,1455.6,-1.18,1469.7,1441.6
2016,2016 Senior,Premature Death - Seniors,Colorado,5,1508.2,-1,1545.8,1470.6
2016,2016 Senior,Premature Death - Seniors,Connecticut,3,1459.7,-1.17,1502.6,1416.9
2016,2016 Senior,Premature Death - Seniors,District of Columbia,,1991.1,,2125.4,1856.9
2016,2016 Senior,Premature Death - Seniors,Delaware,22,1707.1,-0.28,1792.1,1622.2
2016,2016 Senior,Premature Death - Seniors,Florida,13,1591.7,-0.7,1608.9,1574.6
2016,2016 Senior,Premature Death - Seniors,Georgia,39,2017,0.83,2048.7,1985.3
2016,2016 Senior,Premature Death - Seniors,Hawaii,1,1393.9,-1.41,1458.9,1328.9
2016,2016 Senior,Premature Death - Seniors,Iowa,30,1813.4,0.1,1865.2,1761.7
2016,2016 Senior,Premature Death - Seniors,Idaho,19,1672.8,-0.41,1740.8,1604.7
2016,2016 Senior,Premature Death - Seniors,Illinois,31,1823.7,0.13,1850.2,1797.3
2016,2016 Senior,Premature Death - Seniors,Indiana,42,2082.6,1.06,2121.2,2044
2016,2016 Senior,Premature Death - Seniors,Kansas,34,1912.8,0.45,1969.9,1855.7
2016,2016 Senior,Premature Death - Seniors,Kentucky,49,2358.9,2,2407.4,2310.4
2016,2016 Senior,Premature Death - Seniors,Louisiana,44,2277.1,1.76,2325.7,2228.5
2016,2016 Senior,Premature Death - Seniors,Massachusetts,7,1542.7,-0.87,1575.1,1510.2
2016,2016 Senior,Premature Death - Seniors,Maryland,23,1711.1,-0.27,1748.3,1674
2016,2016 Senior,Premature Death - Seniors,Maine,26,1724.7,-0.22,1793.4,1656
2016,2016 Senior,Premature Death - Seniors,Michigan,35,1923.7,0.49,1952.8,1894.6
2016,2016 Senior,Premature Death - Seniors,Minnesota,6,1508.3,-1,1544.9,1471.6
2016,2016 Senior,Premature Death - Seniors,Missouri,40,2030.5,0.87,2069,1991.9
2016,2016 Senior,Premature Death - Seniors,Mississippi,50,2442.3,2,2503.7,2381
2016,2016 Senior,Premature Death - Seniors,Montana,24,1717.6,-0.25,1798.9,1636.2
2016,2016 Senior,Premature Death - Seniors,North Carolina,36,1936.1,0.54,1965.4,1906.8
2016,2016 Senior,Premature Death - Seniors,North Dakota,25,1721.1,-0.23,1831.6,1610.7
2016,2016 Senior,Premature Death - Seniors,Nebraska,27,1749,-0.13,1816.9,1681
2016,2016 Senior,Premature Death - Seniors,New Hampshire,10,1578.3,-0.74,1648.3,1508.4
2016,2016 Senior,Premature Death - Seniors,New Jersey,15,1619.3,-0.6,1648.6,1590.1
2016,2016 Senior,Premature Death - Seniors,New Mexico,20,1674.7,-0.4,1733.4,1616
2016,2016 Senior,Premature Death - Seniors,Nevada,37,1954.5,0.6,2009.2,1899.8
2016,2016 Senior,Premature Death - Seniors,New York,9,1571.4,-0.77,1590.8,1552
2016,2016 Senior,Premature Death - Seniors,Ohio,41,2050.1,0.94,2078.1,2022.1
2016,2016 Senior,Premature Death - Seniors,Oklahoma,47,2331.6,1.95,2384.3,2278.9
2016,2016 Senior,Premature Death - Seniors,Oregon,17,1665.5,-0.43,1706.8,1624.1
2016,2016 Senior,Premature Death - Seniors,Pennsylvania,32,1851.6,0.23,1876.5,1826.8
2016,2016 Senior,Premature Death - Seniors,Rhode Island,18,1667.6,-0.43,1752.1,1583
2016,2016 Senior,Premature Death - Seniors,South Carolina,38,2006.6,0.79,2047.2,1965.9
2016,2016 Senior,Premature Death - Seniors,South Dakota,14,1592,-0.7,1685.9,1498.1
2016,2016 Senior,Premature Death - Seniors,Tennessee,43,2227.2,1.58,2265.4,2189
2016,2016 Senior,Premature Death - Seniors,Texas,33,1876.4,0.32,1896.2,1856.5
2016,2016 Senior,Premature Death - Seniors,Utah,4,1468.1,-1.14,1525.3,1410.9
2016,2016 Senior,Premature Death - Seniors,Virginia,28,1752.7,-0.12,1784.2,1721.2
2016,2016 Senior,Premature Death - Seniors,Vermont,8,1555,-0.83,1652.9,1457
2016,2016 Senior,Premature Death - Seniors,Washington,11,1586.4,-0.72,1618.6,1554.3
2016,2016 Senior,Premature Death - Seniors,Wisconsin,21,1686.2,-0.36,1722.7,1649.6
2016,2016 Senior,Premature Death - Seniors,West Virginia,48,2342.7,1.99,2411.4,2274
2016,2016 Senior,Premature Death - Seniors,Wyoming,29,1781.7,-0.02,1900.6,1662.7
2016,2016 Senior,Prescription Drug Coverage,Alaska,47,79,-2,,
2016,2016 Senior,Prescription Drug Coverage,Alabama,10,86,0.36,,
2016,2016 Senior,Prescription Drug Coverage,United States,,85,,,
2016,2016 Senior,Prescription Drug Coverage,Arkansas,22,85,0,,
2016,2016 Senior,Prescription Drug Coverage,Arizona,22,85,0,,
2016,2016 Senior,Prescription Drug Coverage,California,8,87,0.72,,
2016,2016 Senior,Prescription Drug Coverage,Colorado,20,85,0,,
2016,2016 Senior,Prescription Drug Coverage,Connecticut,1,88,1.08,,
2016,2016 Senior,Prescription Drug Coverage,District of Columbia,,67,,,
2016,2016 Senior,Prescription Drug Coverage,Delaware,10,86,0.36,,
2016,2016 Senior,Prescription Drug Coverage,Florida,10,86,0.36,,
2016,2016 Senior,Prescription Drug Coverage,Georgia,34,84,-0.36,,
2016,2016 Senior,Prescription Drug Coverage,Hawaii,34,84,-0.36,,
2016,2016 Senior,Prescription Drug Coverage,Iowa,1,88,1.08,,
2016,2016 Senior,Prescription Drug Coverage,Idaho,38,83,-0.72,,
2016,2016 Senior,Prescription Drug Coverage,Illinois,22,85,0,,
2016,2016 Senior,Prescription Drug Coverage,Indiana,10,86,0.36,,
2016,2016 Senior,Prescription Drug Coverage,Kansas,34,84,-0.36,,
2016,2016 Senior,Prescription Drug Coverage,Kentucky,10,86,0.36,,
2016,2016 Senior,Prescription Drug Coverage,Louisiana,30,85,0,,
2016,2016 Senior,Prescription Drug Coverage,Massachusetts,10,86,0.36,,
2016,2016 Senior,Prescription Drug Coverage,Maryland,50,76,-2,,
2016,2016 Senior,Prescription Drug Coverage,Maine,41,82,-1.08,,
2016,2016 Senior,Prescription Drug Coverage,Michigan,8,87,0.72,,
2016,2016 Senior,Prescription Drug Coverage,Minnesota,1,88,1.08,,
2016,2016 Senior,Prescription Drug Coverage,Missouri,10,86,0.36,,
2016,2016 Senior,Prescription Drug Coverage,Mississippi,31,84,-0.36,,
2016,2016 Senior,Prescription Drug Coverage,Montana,42,81,-1.45,,
2016,2016 Senior,Prescription Drug Coverage,North Carolina,22,85,0,,
2016,2016 Senior,Prescription Drug Coverage,North Dakota,22,85,0,,
2016,2016 Senior,Prescription Drug Coverage,Nebraska,6,87,0.72,,
2016,2016 Senior,Prescription Drug Coverage,New Hampshire,47,79,-2,,
2016,2016 Senior,Prescription Drug Coverage,New Jersey,22,85,0,,
2016,2016 Senior,Prescription Drug Coverage,New Mexico,34,84,-0.36,,
2016,2016 Senior,Prescription Drug Coverage,Nevada,38,83,-0.72,,
2016,2016 Senior,Prescription Drug Coverage,New York,1,88,1.08,,
2016,2016 Senior,Prescription Drug Coverage,Ohio,1,88,1.08,,
2016,2016 Senior,Prescription Drug Coverage,Oklahoma,42,81,-1.45,,
2016,2016 Senior,Prescription Drug Coverage,Oregon,22,85,0,,
2016,2016 Senior,Prescription Drug Coverage,Pennsylvania,6,87,0.72,,
2016,2016 Senior,Prescription Drug Coverage,Rhode Island,10,86,0.36,,
2016,2016 Senior,Prescription Drug Coverage,South Carolina,20,85,0,,
2016,2016 Senior,Prescription Drug Coverage,South Dakota,31,84,-0.36,,
2016,2016 Senior,Prescription Drug Coverage,Tennessee,22,85,0,,
2016,2016 Senior,Prescription Drug Coverage,Texas,10,86,0.36,,
2016,2016 Senior,Prescription Drug Coverage,Utah,42,81,-1.45,,
2016,2016 Senior,Prescription Drug Coverage,Virginia,47,79,-2,,
2016,2016 Senior,Prescription Drug Coverage,Vermont,31,84,-0.36,,
2016,2016 Senior,Prescription Drug Coverage,Washington,38,83,-0.72,,
2016,2016 Senior,Prescription Drug Coverage,Wisconsin,45,80,-1.81,,
2016,2016 Senior,Prescription Drug Coverage,West Virginia,10,86,0.36,,
2016,2016 Senior,Prescription Drug Coverage,Wyoming,46,79,-2,,
2016,2016 Senior,Preventable Hospitalizations - Seniors,Alaska,7,40.1,-1.1,41.9,38.4
2016,2016 Senior,Preventable Hospitalizations - Seniors,Alabama,45,65.4,0.9,66.1,64.7
2016,2016 Senior,Preventable Hospitalizations - Seniors,United States,,53.8,,,
2016,2016 Senior,Preventable Hospitalizations - Seniors,Arkansas,46,65.9,1,66.7,65
2016,2016 Senior,Preventable Hospitalizations - Seniors,Arizona,7,40.1,-1.1,40.6,39.5
2016,2016 Senior,Preventable Hospitalizations - Seniors,California,9,40.7,-1.1,40.9,40.4
2016,2016 Senior,Preventable Hospitalizations - Seniors,Colorado,3,33.2,-1.7,33.8,32.6
2016,2016 Senior,Preventable Hospitalizations - Seniors,Connecticut,21,50.1,-0.3,50.8,49.4
2016,2016 Senior,Preventable Hospitalizations - Seniors,District of Columbia,,40.7,,42.2,39.3
2016,2016 Senior,Preventable Hospitalizations - Seniors,Delaware,28,53.3,0,54.6,52
2016,2016 Senior,Preventable Hospitalizations - Seniors,Florida,33,55.3,0.1,55.7,55
2016,2016 Senior,Preventable Hospitalizations - Seniors,Georgia,32,55.1,0.1,55.6,54.6
2016,2016 Senior,Preventable Hospitalizations - Seniors,Hawaii,1,24.4,-2,25.4,23.5
2016,2016 Senior,Preventable Hospitalizations - Seniors,Iowa,24,50.9,-0.2,51.5,50.2
2016,2016 Senior,Preventable Hospitalizations - Seniors,Idaho,4,33.3,-1.7,34.2,32.3
2016,2016 Senior,Preventable Hospitalizations - Seniors,Illinois,40,59.4,0.5,59.8,59
2016,2016 Senior,Preventable Hospitalizations - Seniors,Indiana,42,63.2,0.8,63.8,62.6
2016,2016 Senior,Preventable Hospitalizations - Seniors,Kansas,31,54.5,0.1,55.3,53.7
2016,2016 Senior,Preventable Hospitalizations - Seniors,Kentucky,50,85.1,2,86,84.2
2016,2016 Senior,Preventable Hospitalizations - Seniors,Louisiana,47,73.3,1.6,74.1,72.5
2016,2016 Senior,Preventable Hospitalizations - Seniors,Massachusetts,35,56.2,0.2,56.8,55.7
2016,2016 Senior,Preventable Hospitalizations - Seniors,Maryland,19,49.7,-0.3,50.3,49.2
2016,2016 Senior,Preventable Hospitalizations - Seniors,Maine,22,50.5,-0.3,51.5,49.4
2016,2016 Senior,Preventable Hospitalizations - Seniors,Michigan,39,59.1,0.4,59.5,58.6
2016,2016 Senior,Preventable Hospitalizations - Seniors,Minnesota,10,41.2,-1,41.8,40.7
2016,2016 Senior,Preventable Hospitalizations - Seniors,Missouri,38,59,0.4,59.7,58.4
2016,2016 Senior,Preventable Hospitalizations - Seniors,Mississippi,48,73.6,1.6,74.5,72.7
2016,2016 Senior,Preventable Hospitalizations - Seniors,Montana,12,43.7,-0.8,44.9,42.6
2016,2016 Senior,Preventable Hospitalizations - Seniors,North Carolina,25,51.1,-0.2,51.6,50.7
2016,2016 Senior,Preventable Hospitalizations - Seniors,North Dakota,23,50.6,-0.3,52,49.2
2016,2016 Senior,Preventable Hospitalizations - Seniors,Nebraska,26,51.3,-0.2,52.2,50.4
2016,2016 Senior,Preventable Hospitalizations - Seniors,New Hampshire,15,46.3,-0.6,47.3,45.3
2016,2016 Senior,Preventable Hospitalizations - Seniors,New Jersey,34,55.5,0.1,55.9,55
2016,2016 Senior,Preventable Hospitalizations - Seniors,New Mexico,13,45.5,-0.7,46.5,44.5
2016,2016 Senior,Preventable Hospitalizations - Seniors,Nevada,14,45.7,-0.7,46.6,44.7
2016,2016 Senior,Preventable Hospitalizations - Seniors,New York,28,53.3,0,53.7,53
2016,2016 Senior,Preventable Hospitalizations - Seniors,Ohio,44,64.9,0.9,65.4,64.4
2016,2016 Senior,Preventable Hospitalizations - Seniors,Oklahoma,41,62.6,0.7,63.4,61.9
2016,2016 Senior,Preventable Hospitalizations - Seniors,Oregon,5,34.5,-1.6,35.2,33.8
2016,2016 Senior,Preventable Hospitalizations - Seniors,Pennsylvania,36,57.1,0.3,57.5,56.7
2016,2016 Senior,Preventable Hospitalizations - Seniors,Rhode Island,30,54,0,55.5,52.5
2016,2016 Senior,Preventable Hospitalizations - Seniors,South Carolina,20,49.8,-0.3,50.4,49.2
2016,2016 Senior,Preventable Hospitalizations - Seniors,South Dakota,27,51.8,-0.2,53.1,50.5
2016,2016 Senior,Preventable Hospitalizations - Seniors,Tennessee,43,64.8,0.9,65.4,64.2
2016,2016 Senior,Preventable Hospitalizations - Seniors,Texas,37,57.6,0.3,57.9,57.3
2016,2016 Senior,Preventable Hospitalizations - Seniors,Utah,2,31.1,-1.8,31.9,30.3
2016,2016 Senior,Preventable Hospitalizations - Seniors,Virginia,18,49,-0.4,49.5,48.6
2016,2016 Senior,Preventable Hospitalizations - Seniors,Vermont,11,43.2,-0.9,44.6,41.8
2016,2016 Senior,Preventable Hospitalizations - Seniors,Washington,6,35.6,-1.5,36.1,35.1
2016,2016 Senior,Preventable Hospitalizations - Seniors,Wisconsin,16,47.9,-0.5,48.5,47.4
2016,2016 Senior,Preventable Hospitalizations - Seniors,West Virginia,49,81.2,2,82.4,80
2016,2016 Senior,Preventable Hospitalizations - Seniors,Wyoming,16,47.9,-0.5,49.6,46.3
2016,2016 Senior,Recommended Hospital Care-Seniors,Alaska,49,95.6,-2,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Alabama,29,97.4,0,,
2016,2016 Senior,Recommended Hospital Care-Seniors,United States,,97.4,,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Arkansas,41,96.7,-0.99,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Arizona,46,96.5,-1.27,,
2016,2016 Senior,Recommended Hospital Care-Seniors,California,32,97.3,-0.14,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Colorado,8,98.1,0.99,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Connecticut,22,97.6,0.28,,
2016,2016 Senior,Recommended Hospital Care-Seniors,District of Columbia,,93.9,,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Delaware,12,97.9,0.71,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Florida,4,98.3,1.27,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Georgia,32,97.3,-0.14,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Hawaii,14,97.8,0.57,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Iowa,36,97.1,-0.42,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Idaho,5,98.2,1.13,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Illinois,29,97.4,0,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Indiana,26,97.5,0.14,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Kansas,22,97.6,0.28,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Kentucky,41,96.7,-0.99,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Louisiana,44,96.6,-1.13,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Massachusetts,22,97.6,0.28,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Maryland,39,96.8,-0.85,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Maine,1,98.7,1.84,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Michigan,19,97.7,0.42,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Minnesota,29,97.4,0,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Missouri,19,97.7,0.42,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Mississippi,50,95.5,-2,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Montana,8,98.1,0.99,,
2016,2016 Senior,Recommended Hospital Care-Seniors,North Carolina,14,97.8,0.57,,
2016,2016 Senior,Recommended Hospital Care-Seniors,North Dakota,14,97.8,0.57,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Nebraska,14,97.8,0.57,,
2016,2016 Senior,Recommended Hospital Care-Seniors,New Hampshire,14,97.8,0.57,,
2016,2016 Senior,Recommended Hospital Care-Seniors,New Jersey,26,97.5,0.14,,
2016,2016 Senior,Recommended Hospital Care-Seniors,New Mexico,32,97.3,-0.14,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Nevada,26,97.5,0.14,,
2016,2016 Senior,Recommended Hospital Care-Seniors,New York,39,96.8,-0.85,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Ohio,19,97.7,0.42,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Oklahoma,41,96.7,-0.99,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Oregon,32,97.3,-0.14,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Pennsylvania,11,98,0.85,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Rhode Island,48,96.2,-1.7,,
2016,2016 Senior,Recommended Hospital Care-Seniors,South Carolina,5,98.2,1.13,,
2016,2016 Senior,Recommended Hospital Care-Seniors,South Dakota,5,98.2,1.13,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Tennessee,37,97,-0.57,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Texas,22,97.6,0.28,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Utah,2,98.5,1.56,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Virginia,3,98.4,1.42,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Vermont,37,97,-0.57,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Washington,44,96.6,-1.13,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Wisconsin,12,97.9,0.71,,
2016,2016 Senior,Recommended Hospital Care-Seniors,West Virginia,47,96.3,-1.56,,
2016,2016 Senior,Recommended Hospital Care-Seniors,Wyoming,8,98.1,0.99,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Alabama,,-30.9,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Alaska,,-45.0,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Arizona,,-65.2,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Arkansas,,-38.5,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,California,,-55.1,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Colorado,,-56.2,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Connecticut,,-49.5,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Delaware,,-43.9,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Florida,,-45.6,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Georgia,,-52.0,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Hawaii,,-62.6,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Idaho,,-59.1,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Illinois,,-50.7,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Indiana,,-45.1,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Iowa,,-47.8,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Kansas,,-44.8,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Kentucky,,-40.4,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Louisiana,,-33.7,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Maine,,-49.2,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Maryland,,-50.4,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Massachusetts,,-50.6,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Michigan,,-43.8,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Minnesota,,-59.5,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Mississippi,,-46.8,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Missouri,,-48.8,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Montana,,-35.6,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Nebraska,,-50.9,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Nevada,,-57.2,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,New Hampshire,,-53.1,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,New Jersey,,-63.6,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,New Mexico,,-52.4,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,New York,,-59.0,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,North Carolina,,-42.0,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,North Dakota,,-48.5,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Ohio,,-41.6,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Oklahoma,,-55.4,,,
2016,2016 Senior,Smoking - Relative Change from 1999 to 2014,Oregon,,-49.3,,,
