AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|0.4|0.4|0.4|Malignant|827|213511339|Male and Female|Glioma malignant, NOS|2005|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Glioma malignant, NOS|2006|~|~|~
20+|0.4|0.4|0.4|Malignant|831|216055494|Male and Female|Glioma malignant, NOS|2006|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Glioma malignant, NOS|2007|~|~|~
20+|0.4|0.4|0.4|Malignant|859|218481776|Male and Female|Glioma malignant, NOS|2007|0.4|0.4|0.4
20+|0.0|0.0|0.0|Benign/Borderline|24|220975702|Male and Female|Glioma malignant, NOS|2008|0.0|0.0|0.0
20+|0.4|0.4|0.4|Malignant|900|220975702|Male and Female|Glioma malignant, NOS|2008|0.4|0.4|0.4
20+|0.0|0.0|0.0|Benign/Borderline|24|223491138|Male and Female|Glioma malignant, NOS|2009|0.0|0.0|0.0
20+|0.4|0.5|0.4|Malignant|955|223491138|Male and Female|Glioma malignant, NOS|2009|0.4|0.5|0.4
20+|0.0|0.0|0.0|Benign/Borderline|123|1134334364|Male and Female|Glioma malignant, NOS|2009-2013|0.0|0.0|0.0
20+|0.4|0.4|0.4|Malignant|4389|1134334364|Male and Female|Glioma malignant, NOS|2009-2013|0.4|0.4|0.4
20+|0.0|0.0|0.0|Benign/Borderline|18|226161626|Male and Female|Glioma malignant, NOS|2010|0.0|0.0|0.0
20+|0.3|0.4|0.4|Malignant|808|226161626|Male and Female|Glioma malignant, NOS|2010|0.3|0.4|0.4
20+|0.0|0.0|0.0|Benign/Borderline|23|226887549|Male and Female|Glioma malignant, NOS|2011|0.0|0.0|0.0
20+|0.4|0.4|0.4|Malignant|905|226887549|Male and Female|Glioma malignant, NOS|2011|0.4|0.4|0.4
20+|0.0|0.0|0.0|Benign/Borderline|29|229577326|Male and Female|Glioma malignant, NOS|2012|0.0|0.0|0.0
20+|0.3|0.4|0.4|Malignant|872|229577326|Male and Female|Glioma malignant, NOS|2012|0.4|0.4|0.4
20+|0.0|0.0|0.0|Benign/Borderline|29|232134544|Male and Female|Glioma malignant, NOS|2013|0.0|0.0|0.0
20+|0.3|0.4|0.4|Malignant|862|232134544|Male and Female|Glioma malignant, NOS|2013|0.3|0.4|0.4
20+|0.2|0.2|0.2|Benign/Borderline|445|211050944|Male and Female|Hemangioblastoma|2004|0.2|0.2|0.2
20+|~|~|~|Malignant|~|211050944|Male and Female|Hemangioblastoma|2004|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|507|213511339|Male and Female|Hemangioblastoma|2005|0.2|0.3|0.2
20+|~|~|~|Malignant|~|213511339|Male and Female|Hemangioblastoma|2005|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|493|216055494|Male and Female|Hemangioblastoma|2006|0.2|0.2|0.2
20+|~|~|~|Malignant|~|216055494|Male and Female|Hemangioblastoma|2006|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|463|218481776|Male and Female|Hemangioblastoma|2007|0.2|0.2|0.2
20+|~|~|~|Malignant|~|218481776|Male and Female|Hemangioblastoma|2007|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|524|220975702|Male and Female|Hemangioblastoma|2008|0.2|0.3|0.2
20+|~|~|~|Malignant|~|220975702|Male and Female|Hemangioblastoma|2008|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|498|223491138|Male and Female|Hemangioblastoma|2009|0.2|0.2|0.2
20+|~|~|~|Malignant|~|223491138|Male and Female|Hemangioblastoma|2009|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|2514|1134334364|Male and Female|Hemangioblastoma|2009-2013|0.2|0.2|0.2
20+|~|~|~|Malignant|~|1134334364|Male and Female|Hemangioblastoma|2009-2013|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|520|226161626|Male and Female|Hemangioblastoma|2010|0.2|0.3|0.2
20+|~|~|~|Malignant|~|226161626|Male and Female|Hemangioblastoma|2010|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|501|226887549|Male and Female|Hemangioblastoma|2011|0.2|0.2|0.2
20+|~|~|~|Malignant|~|226887549|Male and Female|Hemangioblastoma|2011|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|516|229577326|Male and Female|Hemangioblastoma|2012|0.2|0.2|0.2
20+|~|~|~|Malignant|~|229577326|Male and Female|Hemangioblastoma|2012|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|486|232134544|Male and Female|Hemangioblastoma|2013|0.2|0.2|0.2
20+|~|~|~|Malignant|~|232134544|Male and Female|Hemangioblastoma|2013|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|359|211050944|Male and Female|Hemangioma|2004|0.2|0.2|0.2
20+|~|~|~|Malignant|~|211050944|Male and Female|Hemangioma|2004|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|458|213511339|Male and Female|Hemangioma|2005|0.2|0.2|0.2
20+|~|~|~|Malignant|~|213511339|Male and Female|Hemangioma|2005|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|524|216055494|Male and Female|Hemangioma|2006|0.2|0.3|0.2
20+|~|~|~|Malignant|~|216055494|Male and Female|Hemangioma|2006|~|~|~
20+|0.3|0.3|0.3|Benign/Borderline|613|218481776|Male and Female|Hemangioma|2007|0.3|0.3|0.3
20+|~|~|~|Malignant|~|218481776|Male and Female|Hemangioma|2007|~|~|~
20+|0.3|0.4|0.3|Benign/Borderline|750|220975702|Male and Female|Hemangioma|2008|0.3|0.4|0.3
20+|~|~|~|Malignant|~|220975702|Male and Female|Hemangioma|2008|~|~|~
20+|0.4|0.4|0.4|Benign/Borderline|897|223491138|Male and Female|Hemangioma|2009|0.4|0.4|0.4
20+|~|~|~|Malignant|~|223491138|Male and Female|Hemangioma|2009|~|~|~
20+|0.5|0.5|0.5|Benign/Borderline|5341|1134334364|Male and Female|Hemangioma|2009-2013|0.5|0.5|0.5
20+|0.0|0.0|0.0|Malignant|17|1134334364|Male and Female|Hemangioma|2009-2013|0.0|0.0|0.0
20+|0.4|0.5|0.5|Benign/Borderline|1046|226161626|Male and Female|Hemangioma|2010|0.4|0.5|0.5
20+|~|~|~|Malignant|~|226161626|Male and Female|Hemangioma|2010|~|~|~
20+|0.5|0.5|0.5|Benign/Borderline|1153|226887549|Male and Female|Hemangioma|2011|0.5|0.5|0.5
20+|~|~|~|Malignant|~|226887549|Male and Female|Hemangioma|2011|~|~|~
20+|0.5|0.5|0.5|Benign/Borderline|1137|229577326|Male and Female|Hemangioma|2012|0.5|0.5|0.5
20+|~|~|~|Malignant|~|229577326|Male and Female|Hemangioma|2012|~|~|~
20+|0.4|0.5|0.5|Benign/Borderline|1111|232134544|Male and Female|Hemangioma|2013|0.5|0.5|0.5
20+|~|~|~|Malignant|~|232134544|Male and Female|Hemangioma|2013|~|~|~
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Local Extensions from Regional Tumors|2004|~|~|~
20+|0.0|0.0|0.0|Malignant|48|211050944|Male and Female|Local Extensions from Regional Tumors|2004|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Local Extensions from Regional Tumors|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|46|213511339|Male and Female|Local Extensions from Regional Tumors|2005|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Local Extensions from Regional Tumors|2006|~|~|~
20+|0.0|0.0|0.0|Malignant|52|216055494|Male and Female|Local Extensions from Regional Tumors|2006|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Local Extensions from Regional Tumors|2007|~|~|~
20+|0.0|0.0|0.0|Malignant|48|218481776|Male and Female|Local Extensions from Regional Tumors|2007|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Local Extensions from Regional Tumors|2008|~|~|~
20+|0.0|0.0|0.0|Malignant|51|220975702|Male and Female|Local Extensions from Regional Tumors|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Local Extensions from Regional Tumors|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|54|223491138|Male and Female|Local Extensions from Regional Tumors|2009|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|1134334364|Male and Female|Local Extensions from Regional Tumors|2009-2013|~|~|~
20+|0.0|0.0|0.0|Malignant|239|1134334364|Male and Female|Local Extensions from Regional Tumors|2009-2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|226161626|Male and Female|Local Extensions from Regional Tumors|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|51|226161626|Male and Female|Local Extensions from Regional Tumors|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|226887549|Male and Female|Local Extensions from Regional Tumors|2011|~|~|~
20+|0.0|0.0|0.0|Malignant|43|226887549|Male and Female|Local Extensions from Regional Tumors|2011|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|229577326|Male and Female|Local Extensions from Regional Tumors|2012|~|~|~
20+|0.0|0.0|0.0|Malignant|47|229577326|Male and Female|Local Extensions from Regional Tumors|2012|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|232134544|Male and Female|Local Extensions from Regional Tumors|2013|~|~|~
20+|0.0|0.0|0.0|Malignant|45|232134544|Male and Female|Local Extensions from Regional Tumors|2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
20+|0.6|0.7|0.6|Malignant|1340|211050944|Male and Female|Lymphomas and Hematopoietic Neoplasms|2004|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
20+|0.6|0.7|0.7|Malignant|1435|213511339|Male and Female|Lymphomas and Hematopoietic Neoplasms|2005|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
20+|0.6|0.7|0.7|Malignant|1430|216055494|Male and Female|Lymphomas and Hematopoietic Neoplasms|2006|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
20+|0.6|0.7|0.6|Malignant|1369|218481776|Male and Female|Lymphomas and Hematopoietic Neoplasms|2007|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
20+|0.6|0.7|0.7|Malignant|1469|220975702|Male and Female|Lymphomas and Hematopoietic Neoplasms|2008|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
20+|0.6|0.6|0.6|Malignant|1418|223491138|Male and Female|Lymphomas and Hematopoietic Neoplasms|2009|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|1134334364|Male and Female|Lymphomas and Hematopoietic Neoplasms|2009-2013|~|~|~
20+|0.6|0.6|0.6|Malignant|7274|1134334364|Male and Female|Lymphomas and Hematopoietic Neoplasms|2009-2013|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|226161626|Male and Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
20+|0.6|0.7|0.6|Malignant|1499|226161626|Male and Female|Lymphomas and Hematopoietic Neoplasms|2010|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|226887549|Male and Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
20+|0.6|0.7|0.6|Malignant|1505|226887549|Male and Female|Lymphomas and Hematopoietic Neoplasms|2011|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|229577326|Male and Female|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
20+|0.6|0.6|0.6|Malignant|1438|229577326|Male and Female|Lymphomas and Hematopoietic Neoplasms|2012|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|232134544|Male and Female|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
20+|0.5|0.6|0.6|Malignant|1438|232134544|Male and Female|Lymphomas and Hematopoietic Neoplasms|2013|0.6|0.7|0.6
20+|8.6|8.9|8.8|Benign/Borderline|18629|211050944|Male and Female|Meningioma|2004|8.7|9.0|8.8
20+|0.2|0.2|0.2|Malignant|441|211050944|Male and Female|Meningioma|2004|0.2|0.2|0.2
20+|9.6|9.9|9.8|Benign/Borderline|21130|213511339|Male and Female|Meningioma|2005|9.8|10.0|9.9
20+|0.2|0.2|0.2|Malignant|436|213511339|Male and Female|Meningioma|2005|0.2|0.2|0.2
20+|10.1|10.4|10.2|Benign/Borderline|22527|216055494|Male and Female|Meningioma|2006|10.3|10.6|10.4
20+|0.2|0.2|0.2|Malignant|407|216055494|Male and Female|Meningioma|2006|0.2|0.2|0.2
20+|10.4|10.6|10.5|Benign/Borderline|23459|218481776|Male and Female|Meningioma|2007|10.6|10.9|10.7
20+|0.2|0.2|0.2|Malignant|445|218481776|Male and Female|Meningioma|2007|0.2|0.2|0.2
20+|10.9|11.1|11.0|Benign/Borderline|25111|220975702|Male and Female|Meningioma|2008|11.2|11.5|11.4
20+|0.1|0.2|0.2|Malignant|362|220975702|Male and Female|Meningioma|2008|0.1|0.2|0.2
20+|11.5|11.8|11.6|Benign/Borderline|27032|223491138|Male and Female|Meningioma|2009|12.0|12.2|12.1
20+|0.1|0.2|0.1|Malignant|351|223491138|Male and Female|Meningioma|2009|0.1|0.2|0.2
20+|11.1|11.2|11.2|Benign/Borderline|133556|1134334364|Male and Female|Meningioma|2009-2013|11.7|11.8|11.8
20+|0.1|0.1|0.1|Malignant|1689|1134334364|Male and Female|Meningioma|2009-2013|0.1|0.2|0.1
20+|11.0|11.3|11.2|Benign/Borderline|26397|226161626|Male and Female|Meningioma|2010|11.5|11.8|11.7
20+|0.1|0.2|0.1|Malignant|322|226161626|Male and Female|Meningioma|2010|0.1|0.2|0.1
20+|11.0|11.3|11.2|Benign/Borderline|26630|226887549|Male and Female|Meningioma|2011|11.6|11.9|11.7
20+|0.1|0.2|0.1|Malignant|319|226887549|Male and Female|Meningioma|2011|0.1|0.2|0.1
20+|10.9|11.2|11.0|Benign/Borderline|26875|229577326|Male and Female|Meningioma|2012|11.6|11.8|11.7
20+|0.1|0.2|0.1|Malignant|337|229577326|Male and Female|Meningioma|2012|0.1|0.2|0.1
20+|10.7|11.0|10.9|Benign/Borderline|26950|232134544|Male and Female|Meningioma|2013|11.5|11.7|11.6
20+|0.1|0.2|0.1|Malignant|362|232134544|Male and Female|Meningioma|2013|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Mixed glioma|2004|~|~|~
20+|0.2|0.3|0.2|Malignant|484|211050944|Male and Female|Mixed glioma|2004|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Mixed glioma|2005|~|~|~
20+|0.2|0.3|0.3|Malignant|569|213511339|Male and Female|Mixed glioma|2005|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Mixed glioma|2006|~|~|~
20+|0.3|0.3|0.3|Malignant|634|216055494|Male and Female|Mixed glioma|2006|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Mixed glioma|2007|~|~|~
20+|0.3|0.3|0.3|Malignant|582|218481776|Male and Female|Mixed glioma|2007|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Mixed glioma|2008|~|~|~
20+|0.2|0.3|0.3|Malignant|592|220975702|Male and Female|Mixed glioma|2008|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Mixed glioma|2009|~|~|~
20+|0.3|0.3|0.3|Malignant|666|223491138|Male and Female|Mixed glioma|2009|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|1134334364|Male and Female|Mixed glioma|2009-2013|~|~|~
20+|0.3|0.3|0.3|Malignant|3055|1134334364|Male and Female|Mixed glioma|2009-2013|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|226161626|Male and Female|Mixed glioma|2010|~|~|~
20+|0.3|0.3|0.3|Malignant|608|226161626|Male and Female|Mixed glioma|2010|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|226887549|Male and Female|Mixed glioma|2011|~|~|~
20+|0.3|0.3|0.3|Malignant|624|226887549|Male and Female|Mixed glioma|2011|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|229577326|Male and Female|Mixed glioma|2012|~|~|~
20+|0.2|0.3|0.3|Malignant|557|229577326|Male and Female|Mixed glioma|2012|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|232134544|Male and Female|Mixed glioma|2013|~|~|~
20+|0.2|0.3|0.3|Malignant|607|232134544|Male and Female|Mixed glioma|2013|0.2|0.3|0.3
20+|0.5|0.6|0.6|Benign/Borderline|1178|211050944|Male and Female|Neoplasm, unspecified|2004|0.5|0.6|0.6
20+|0.6|0.7|0.6|Malignant|1319|211050944|Male and Female|Neoplasm, unspecified|2004|0.6|0.7|0.6
20+|0.7|0.7|0.7|Benign/Borderline|1486|213511339|Male and Female|Neoplasm, unspecified|2005|0.7|0.7|0.7
20+|0.6|0.7|0.6|Malignant|1335|213511339|Male and Female|Neoplasm, unspecified|2005|0.6|0.7|0.6
20+|0.6|0.7|0.6|Benign/Borderline|1392|216055494|Male and Female|Neoplasm, unspecified|2006|0.6|0.7|0.6
20+|0.6|0.6|0.6|Malignant|1303|216055494|Male and Female|Neoplasm, unspecified|2006|0.6|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|1410|218481776|Male and Female|Neoplasm, unspecified|2007|0.6|0.7|0.6
20+|0.5|0.6|0.6|Malignant|1232|218481776|Male and Female|Neoplasm, unspecified|2007|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|1412|220975702|Male and Female|Neoplasm, unspecified|2008|0.6|0.7|0.6
20+|0.6|0.6|0.6|Malignant|1384|220975702|Male and Female|Neoplasm, unspecified|2008|0.6|0.7|0.6
20+|0.6|0.7|0.7|Benign/Borderline|1503|223491138|Male and Female|Neoplasm, unspecified|2009|0.6|0.7|0.7
20+|0.6|0.6|0.6|Malignant|1430|223491138|Male and Female|Neoplasm, unspecified|2009|0.6|0.7|0.6
20+|0.6|0.6|0.6|Benign/Borderline|7173|1134334364|Male and Female|Neoplasm, unspecified|2009-2013|0.6|0.6|0.6
20+|0.5|0.5|0.5|Malignant|6329|1134334364|Male and Female|Neoplasm, unspecified|2009-2013|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|1440|226161626|Male and Female|Neoplasm, unspecified|2010|0.6|0.7|0.6
20+|0.5|0.6|0.5|Malignant|1247|226161626|Male and Female|Neoplasm, unspecified|2010|0.5|0.6|0.6
20+|0.6|0.6|0.6|Benign/Borderline|1404|226887549|Male and Female|Neoplasm, unspecified|2011|0.6|0.7|0.6
20+|0.5|0.5|0.5|Malignant|1237|226887549|Male and Female|Neoplasm, unspecified|2011|0.5|0.6|0.5
20+|0.6|0.6|0.6|Benign/Borderline|1475|229577326|Male and Female|Neoplasm, unspecified|2012|0.6|0.7|0.6
20+|0.5|0.5|0.5|Malignant|1233|229577326|Male and Female|Neoplasm, unspecified|2012|0.5|0.6|0.5
20+|0.5|0.6|0.6|Benign/Borderline|1368|232134544|Male and Female|Neoplasm, unspecified|2013|0.6|0.6|0.6
20+|0.5|0.5|0.5|Malignant|1214|232134544|Male and Female|Neoplasm, unspecified|2013|0.5|0.6|0.5
20+|2.2|2.3|2.2|Benign/Borderline|4780|211050944|Male and Female|Nerve sheath, benign and malignant|2004|2.2|2.3|2.3
20+|0.0|0.0|0.0|Malignant|46|211050944|Male and Female|Nerve sheath, benign and malignant|2004|0.0|0.0|0.0
20+|2.4|2.5|2.5|Benign/Borderline|5372|213511339|Male and Female|Nerve sheath, benign and malignant|2005|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|51|213511339|Male and Female|Nerve sheath, benign and malignant|2005|0.0|0.0|0.0
20+|2.4|2.5|2.5|Benign/Borderline|5456|216055494|Male and Female|Nerve sheath, benign and malignant|2006|2.5|2.6|2.5
20+|0.0|0.0|0.0|Malignant|40|216055494|Male and Female|Nerve sheath, benign and malignant|2006|0.0|0.0|0.0
20+|2.4|2.5|2.4|Benign/Borderline|5519|218481776|Male and Female|Nerve sheath, benign and malignant|2007|2.5|2.6|2.5
20+|0.0|0.0|0.0|Malignant|59|218481776|Male and Female|Nerve sheath, benign and malignant|2007|0.0|0.0|0.0
20+|2.4|2.5|2.4|Benign/Borderline|5569|220975702|Male and Female|Nerve sheath, benign and malignant|2008|2.5|2.6|2.5
20+|0.0|0.0|0.0|Malignant|49|220975702|Male and Female|Nerve sheath, benign and malignant|2008|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|5854|223491138|Male and Female|Nerve sheath, benign and malignant|2009|2.6|2.7|2.6
20+|0.0|0.0|0.0|Malignant|36|223491138|Male and Female|Nerve sheath, benign and malignant|2009|0.0|0.0|0.0
20+|2.4|2.5|2.5|Benign/Borderline|29261|1134334364|Male and Female|Nerve sheath, benign and malignant|2009-2013|2.6|2.6|2.6
20+|0.0|0.0|0.0|Malignant|208|1134334364|Male and Female|Nerve sheath, benign and malignant|2009-2013|0.0|0.0|0.0
20+|2.3|2.4|2.4|Benign/Borderline|5586|226161626|Male and Female|Nerve sheath, benign and malignant|2010|2.4|2.5|2.5
20+|0.0|0.0|0.0|Malignant|44|226161626|Male and Female|Nerve sheath, benign and malignant|2010|0.0|0.0|0.0
20+|2.4|2.5|2.4|Benign/Borderline|5786|226887549|Male and Female|Nerve sheath, benign and malignant|2011|2.5|2.6|2.6
20+|0.0|0.0|0.0|Malignant|36|226887549|Male and Female|Nerve sheath, benign and malignant|2011|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|6088|229577326|Male and Female|Nerve sheath, benign and malignant|2012|2.6|2.7|2.7
20+|0.0|0.0|0.0|Malignant|51|229577326|Male and Female|Nerve sheath, benign and malignant|2012|0.0|0.0|0.0
20+|2.4|2.5|2.5|Benign/Borderline|6006|232134544|Male and Female|Nerve sheath, benign and malignant|2013|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|41|232134544|Male and Female|Nerve sheath, benign and malignant|2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Neuroepithelial|2004|~|~|~
20+|0.0|0.0|0.0|Malignant|48|211050944|Male and Female|Neuroepithelial|2004|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Neuroepithelial|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|41|213511339|Male and Female|Neuroepithelial|2005|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Neuroepithelial|2006|~|~|~
20+|0.0|0.0|0.0|Malignant|41|216055494|Male and Female|Neuroepithelial|2006|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Neuroepithelial|2007|~|~|~
20+|0.0|0.0|0.0|Malignant|52|218481776|Male and Female|Neuroepithelial|2007|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Neuroepithelial|2008|~|~|~
20+|0.0|0.0|0.0|Malignant|45|220975702|Male and Female|Neuroepithelial|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Neuroepithelial|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|44|223491138|Male and Female|Neuroepithelial|2009|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|27|1134334364|Male and Female|Neuroepithelial|2009-2013|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|242|1134334364|Male and Female|Neuroepithelial|2009-2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|226161626|Male and Female|Neuroepithelial|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|52|226161626|Male and Female|Neuroepithelial|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|226887549|Male and Female|Neuroepithelial|2011|~|~|~
20+|0.0|0.0|0.0|Malignant|48|226887549|Male and Female|Neuroepithelial|2011|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|229577326|Male and Female|Neuroepithelial|2012|~|~|~
20+|0.0|0.0|0.0|Malignant|53|229577326|Male and Female|Neuroepithelial|2012|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|232134544|Male and Female|Neuroepithelial|2013|~|~|~
20+|0.0|0.0|0.0|Malignant|45|232134544|Male and Female|Neuroepithelial|2013|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|311|211050944|Male and Female|Neuronal/glial, neuronal|2004|0.1|0.2|0.1
20+|0.0|0.0|0.0|Malignant|36|211050944|Male and Female|Neuronal/glial, neuronal|2004|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|366|213511339|Male and Female|Neuronal/glial, neuronal|2005|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|53|213511339|Male and Female|Neuronal/glial, neuronal|2005|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|377|216055494|Male and Female|Neuronal/glial, neuronal|2006|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|41|216055494|Male and Female|Neuronal/glial, neuronal|2006|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|383|218481776|Male and Female|Neuronal/glial, neuronal|2007|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|46|218481776|Male and Female|Neuronal/glial, neuronal|2007|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|414|220975702|Male and Female|Neuronal/glial, neuronal|2008|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|47|220975702|Male and Female|Neuronal/glial, neuronal|2008|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|434|223491138|Male and Female|Neuronal/glial, neuronal|2009|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|40|223491138|Male and Female|Neuronal/glial, neuronal|2009|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|2076|1134334364|Male and Female|Neuronal/glial, neuronal|2009-2013|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|183|1134334364|Male and Female|Neuronal/glial, neuronal|2009-2013|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|467|226161626|Male and Female|Neuronal/glial, neuronal|2010|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|35|226161626|Male and Female|Neuronal/glial, neuronal|2010|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|413|226887549|Male and Female|Neuronal/glial, neuronal|2011|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|38|226887549|Male and Female|Neuronal/glial, neuronal|2011|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|402|229577326|Male and Female|Neuronal/glial, neuronal|2012|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|40|229577326|Male and Female|Neuronal/glial, neuronal|2012|0.0|0.0|0.0
20+|0.1|0.2|0.2|Benign/Borderline|368|232134544|Male and Female|Neuronal/glial, neuronal|2013|0.1|0.2|0.2
