"","EdiblePoisonous","CapShape","CapSurface","CapColor","Odor","GrowsIn"
"6731","Poisonous","Convex","Smooth","Red","Foul","leaves"
"6732","Poisonous","Convex","Smooth","Brown","Spicy","leaves"
"6733","Poisonous","Flat","Smooth","Red","Fishy","woods"
"6734","Poisonous","Convex","Smooth","Red","Spicy","woods"
"6735","Poisonous","Flat","Smooth","Brown","Fishy","leaves"
"6736","Poisonous","Convex","Scaly","Red","Spicy","paths"
"6737","Poisonous","Flat","Scaly","Red","Fishy","woods"
"6738","Poisonous","Convex","Scaly","Red","Spicy","paths"
"6739","Poisonous","Knobbed","Scaly","Brown","Fishy","leaves"
"6740","Poisonous","Flat","Scaly","Brown","Fishy","leaves"
"6741","Poisonous","Convex","Scaly","Red","Foul","leaves"
"6742","Poisonous","Flat","Smooth","Brown","Fishy","paths"
"6743","Poisonous","Convex","Smooth","Red","Spicy","woods"
"6744","Poisonous","Flat","Smooth","Red","Fishy","woods"
"6745","Edible","Convex","Fibrous","Gray","None","grasses"
"6746","Poisonous","Convex","Smooth","Red","Fishy","paths"
"6747","Poisonous","Flat","Smooth","Brown","Foul","leaves"
"6748","Poisonous","Flat","Smooth","Brown","Spicy","paths"
"6749","Poisonous","Convex","Smooth","Red","Foul","leaves"
"6750","Poisonous","Convex","Smooth","Red","Fishy","leaves"
"6751","Poisonous","Convex","Smooth","Red","Spicy","leaves"
"6752","Poisonous","Flat","Scaly","Red","Fishy","woods"
"6753","Edible","Bell","Fibrous","Gray","None","grasses"
"6754","Poisonous","Flat","Scaly","Brown","Spicy","woods"
"6755","Poisonous","Flat","Scaly","Red","Foul","woods"
"6756","Poisonous","Flat","Scaly","Brown","Spicy","woods"
"6757","Poisonous","Flat","Smooth","Brown","Foul","leaves"
"6758","Poisonous","Flat","Scaly","Brown","Foul","woods"
"6759","Poisonous","Convex","Scaly","Red","Spicy","woods"
"6760","Poisonous","Flat","Scaly","Brown","Spicy","leaves"
"6761","Poisonous","Convex","Smooth","Brown","Fishy","woods"
"6762","Poisonous","Flat","Scaly","Red","Foul","woods"
"6763","Edible","Knobbed","Fibrous","Gray","None","grasses"
"6764","Edible","Bell","Smooth","Brown","None","leaves"
"6765","Poisonous","Flat","Smooth","Brown","Spicy","leaves"
"6766","Poisonous","Convex","Smooth","Brown","Spicy","paths"
"6767","Poisonous","Flat","Scaly","Brown","Spicy","leaves"
"6768","Poisonous","Flat","Smooth","Red","Spicy","leaves"
"6769","Poisonous","Flat","Scaly","Brown","Fishy","leaves"
"6770","Poisonous","Flat","Smooth","Brown","Foul","woods"
"6771","Poisonous","Flat","Scaly","Red","Fishy","paths"
"6772","Poisonous","Flat","Scaly","Red","Foul","leaves"
"6773","Poisonous","Flat","Smooth","Brown","Spicy","leaves"
"6774","Poisonous","Convex","Smooth","Red","Fishy","woods"
"6775","Edible","Convex","Fibrous","White","None","grasses"
"6776","Poisonous","Flat","Smooth","Brown","Foul","paths"
"6777","Poisonous","Convex","Smooth","Red","Fishy","leaves"
"6778","Poisonous","Convex","Smooth","Brown","Fishy","woods"
"6779","Poisonous","Convex","Smooth","Brown","Fishy","leaves"
"6780","Poisonous","Convex","Smooth","Brown","Foul","woods"
"6781","Poisonous","Knobbed","Scaly","Brown","Fishy","woods"
"6782","Poisonous","Flat","Smooth","Brown","Fishy","paths"
"6783","Poisonous","Convex","Scaly","Red","Fishy","paths"
"6784","Poisonous","Flat","Smooth","Brown","Fishy","paths"
"6785","Poisonous","Flat","Smooth","Brown","Foul","woods"
"6786","Poisonous","Convex","Smooth","Brown","Spicy","leaves"
"6787","Poisonous","Convex","Smooth","Brown","Foul","woods"
"6788","Poisonous","Convex","Scaly","Red","Spicy","leaves"
"6789","Poisonous","Flat","Smooth","Red","Foul","woods"
"6790","Poisonous","Flat","Smooth","Red","Spicy","leaves"
"6791","Poisonous","Flat","Scaly","Brown","Foul","paths"
"6792","Poisonous","Convex","Smooth","Red","Spicy","leaves"
"6793","Poisonous","Flat","Smooth","Red","Spicy","leaves"
"6794","Poisonous","Flat","Scaly","Red","Spicy","woods"
"6795","Poisonous","Flat","Scaly","Red","Fishy","leaves"
"6796","Poisonous","Convex","Scaly","Red","Spicy","leaves"
"6797","Poisonous","Flat","Scaly","Brown","Foul","leaves"
"6798","Poisonous","Flat","Smooth","Brown","Foul","leaves"
"6799","Poisonous","Flat","Smooth","Brown","Fishy","paths"
"6800","Poisonous","Knobbed","Scaly","Red","Foul","leaves"
"6801","Poisonous","Flat","Smooth","Red","Fishy","leaves"
"6802","Poisonous","Convex","Smooth","Red","Spicy","paths"
"6803","Poisonous","Convex","Scaly","Red","Fishy","paths"
"6804","Poisonous","Flat","Scaly","Red","Foul","leaves"
"6805","Poisonous","Convex","Scaly","Red","Spicy","woods"
"6806","Poisonous","Flat","Scaly","Red","Foul","leaves"
"6807","Poisonous","Flat","Scaly","Brown","Fishy","woods"
"6808","Poisonous","Flat","Scaly","Red","Fishy","leaves"
"6809","Poisonous","Convex","Scaly","Red","Spicy","paths"
"6810","Poisonous","Convex","Smooth","Red","Fishy","woods"
"6811","Poisonous","Flat","Smooth","Red","Foul","leaves"
"6812","Poisonous","Flat","Smooth","Red","Foul","paths"
"6813","Poisonous","Convex","Smooth","Red","Foul","paths"
"6814","Poisonous","Flat","Smooth","Red","Fishy","paths"
"6815","Poisonous","Flat","Smooth","Red","Spicy","paths"
"6816","Poisonous","Flat","Smooth","Brown","Fishy","leaves"
"6817","Poisonous","Flat","Scaly","Red","Foul","woods"
"6818","Poisonous","Flat","Scaly","Brown","Spicy","paths"
"6819","Poisonous","Knobbed","Smooth","Red","Foul","leaves"
"6820","Poisonous","Flat","Smooth","Brown","Fishy","woods"
"6821","Poisonous","Flat","Scaly","Brown","Fishy","paths"
"6822","Poisonous","Flat","Smooth","Red","Spicy","leaves"
"6823","Poisonous","Flat","Scaly","Red","Fishy","leaves"
"6824","Poisonous","Convex","Smooth","Brown","Fishy","paths"
"6825","Poisonous","Knobbed","Scaly","Brown","Fishy","paths"
"6826","Poisonous","Convex","Scaly","Red","Spicy","woods"
"6827","Poisonous","Convex","Smooth","Red","Foul","leaves"
"6828","Edible","Convex","Smooth","Gray","None","grasses"
"6829","Poisonous","Knobbed","Scaly","Brown","Fishy","woods"
"6830","Poisonous","Convex","Smooth","Brown","Fishy","paths"
"6831","Poisonous","Flat","Smooth","Brown","Spicy","paths"
"6832","Poisonous","Flat","Smooth","Brown","Spicy","paths"
"6833","Poisonous","Convex","Smooth","Red","Spicy","paths"
"6834","Poisonous","Flat","Smooth","Red","Foul","leaves"
"6835","Poisonous","Flat","Scaly","Red","Foul","leaves"
"6836","Poisonous","Flat","Scaly","Red","Foul","paths"
"6837","Poisonous","Flat","Smooth","Brown","Foul","leaves"
"6838","Poisonous","Flat","Smooth","Red","Foul","paths"
"6839","Poisonous","Convex","Smooth","Brown","Foul","paths"
"6840","Poisonous","Flat","Smooth","Red","Foul","leaves"
"6841","Poisonous","Convex","Smooth","Red","Spicy","paths"
"6842","Poisonous","Flat","Smooth","Red","Fishy","woods"
"6843","Poisonous","Flat","Scaly","Red","Foul","paths"
"6844","Poisonous","Knobbed","Scaly","Red","Spicy","paths"
"6845","Poisonous","Flat","Smooth","Brown","Spicy","paths"
"6846","Poisonous","Knobbed","Scaly","Red","Spicy","woods"
"6847","Poisonous","Flat","Smooth","Red","Fishy","leaves"
"6848","Poisonous","Flat","Scaly","Red","Spicy","leaves"
"6849","Poisonous","Flat","Smooth","Red","Foul","leaves"
"6850","Edible","Bell","Smooth","Brown","None","leaves"
"6851","Poisonous","Convex","Smooth","Brown","Foul","woods"
"6852","Poisonous","Flat","Scaly","Red","Spicy","leaves"
"6853","Poisonous","Flat","Scaly","Brown","Spicy","woods"
"6854","Poisonous","Flat","Smooth","Red","Foul","woods"
"6855","Poisonous","Flat","Scaly","Brown","Foul","paths"
"6856","Poisonous","Knobbed","Scaly","Brown","Musty","woods"
"6857","Poisonous","Convex","Smooth","Red","Foul","paths"
"6858","Poisonous","Flat","Smooth","Red","Spicy","leaves"
"6859","Poisonous","Knobbed","Scaly","Brown","Fishy","woods"
"6860","Poisonous","Flat","Smooth","Red","Foul","paths"
"6861","Edible","Knobbed","Smooth","White","None","grasses"
"6862","Poisonous","Flat","Scaly","Brown","Fishy","leaves"
"6863","Poisonous","Flat","Scaly","Brown","Fishy","woods"
"6864","Poisonous","Flat","Scaly","Brown","Fishy","paths"
"6865","Poisonous","Flat","Smooth","Brown","Spicy","woods"
"6866","Poisonous","Flat","Smooth","Brown","Fishy","leaves"
"6867","Poisonous","Flat","Scaly","Red","Fishy","paths"
"6868","Poisonous","Convex","Smooth","Red","Foul","woods"
"6869","Poisonous","Flat","Scaly","Brown","Foul","paths"
"6870","Poisonous","Convex","Smooth","Brown","Foul","paths"
"6871","Poisonous","Convex","Smooth","Red","Foul","leaves"
"6872","Poisonous","Convex","Smooth","Red","Fishy","leaves"
"6873","Poisonous","Flat","Scaly","Red","Fishy","woods"
"6874","Poisonous","Convex","Smooth","Brown","Fishy","woods"
"6875","Poisonous","Convex","Smooth","Red","Spicy","paths"
"6876","Poisonous","Flat","Smooth","Brown","Foul","leaves"
"6877","Poisonous","Convex","Smooth","Brown","Fishy","leaves"
"6878","Poisonous","Flat","Scaly","Red","Fishy","woods"
"6879","Poisonous","Convex","Smooth","Brown","Foul","woods"
"6880","Poisonous","Flat","Scaly","Red","Foul","leaves"
"6881","Poisonous","Flat","Smooth","Red","Foul","paths"
"6882","Poisonous","Flat","Scaly","Brown","Foul","leaves"
"6883","Poisonous","Flat","Scaly","Brown","Fishy","woods"
"6884","Poisonous","Convex","Scaly","Red","Foul","woods"
"6885","Edible","Knobbed","Fibrous","Gray","None","grasses"
"6886","Poisonous","Convex","Smooth","Red","Fishy","woods"
"6887","Poisonous","Knobbed","Scaly","Brown","Fishy","woods"
"6888","Poisonous","Knobbed","Scaly","Brown","Spicy","woods"
"6889","Poisonous","Convex","Scaly","Red","Spicy","paths"
"6890","Poisonous","Flat","Smooth","Red","Foul","leaves"
"6891","Poisonous","Flat","Smooth","Brown","Spicy","leaves"
"6892","Poisonous","Flat","Smooth","Red","Spicy","paths"
"6893","Poisonous","Convex","Smooth","Red","Foul","paths"
"6894","Poisonous","Flat","Smooth","Brown","Spicy","woods"
"6895","Poisonous","Flat","Scaly","Red","Spicy","paths"
"6896","Poisonous","Convex","Smooth","Brown","Spicy","leaves"
"6897","Poisonous","Convex","Scaly","Red","Foul","paths"
"6898","Poisonous","Flat","Smooth","Red","Fishy","paths"
"6899","Poisonous","Convex","Smooth","Brown","Fishy","woods"
"6900","Poisonous","Flat","Smooth","Brown","Foul","paths"
"6901","Edible","Convex","Smooth","Brown","None","leaves"
"6902","Poisonous","Knobbed","Smooth","Brown","Fishy","paths"
"6903","Poisonous","Flat","Smooth","Brown","Fishy","leaves"
"6904","Poisonous","Knobbed","Scaly","Red","Foul","paths"
"6905","Edible","Convex","Scaly","Cinnamon","None","paths"
"6906","Edible","Bell","Smooth","Brown","None","leaves"
"6907","Edible","Knobbed","Smooth","Gray","None","grasses"
"6908","Edible","Convex","Fibrous","Gray","None","grasses"
"6909","Poisonous","Convex","Smooth","Brown","Spicy","woods"
"6910","Poisonous","Knobbed","Scaly","Red","Foul","paths"
"6911","Edible","Convex","Smooth","Brown","None","leaves"
"6912","Poisonous","Knobbed","Smooth","Red","Spicy","woods"
"6913","Poisonous","Bell","Scaly","Yellow","None","leaves"
"6914","Poisonous","Convex","Smooth","Red","Foul","woods"
"6915","Edible","Bell","Smooth","Gray","None","grasses"
"6916","Poisonous","Knobbed","Scaly","Red","Foul","paths"
"6917","Poisonous","Knobbed","Smooth","Red","Spicy","paths"
"6918","Poisonous","Flat","Smooth","Red","Spicy","woods"
"6919","Poisonous","Flat","Scaly","Brown","Fishy","paths"
"6920","Poisonous","Flat","Smooth","Red","Spicy","woods"
"6921","Edible","Knobbed","Fibrous","Gray","None","grasses"
"6922","Poisonous","Knobbed","Smooth","Brown","Spicy","paths"
"6923","Poisonous","Knobbed","Smooth","Red","Fishy","woods"
"6924","Poisonous","Flat","Smooth","Red","Foul","leaves"
"6925","Edible","Bell","Fibrous","Gray","None","grasses"
"6926","Poisonous","Flat","Scaly","Brown","Spicy","woods"
"6927","Poisonous","Flat","Smooth","Brown","Fishy","paths"
"6928","Edible","Flat","Smooth","Brown","None","leaves"
"6929","Edible","Convex","Scaly","Pink","None","paths"
"6930","Poisonous","Flat","Smooth","Brown","Fishy","woods"
"6931","Poisonous","Knobbed","Scaly","Red","Fishy","leaves"
"6932","Poisonous","Flat","Smooth","Brown","Spicy","leaves"
"6933","Edible","Bell","Smooth","White","None","grasses"
"6934","Poisonous","Convex","Scaly","Red","Foul","paths"
"6935","Poisonous","Flat","Scaly","Red","Fishy","leaves"
"6936","Poisonous","Flat","Smooth","Red","Fishy","leaves"
"6937","Poisonous","Knobbed","Scaly","Brown","Foul","woods"
"6938","Edible","Convex","Fibrous","White","None","grasses"
"6939","Edible","Bell","Smooth","White","None","grasses"
"6940","Poisonous","Knobbed","Smooth","Red","Fishy","leaves"
"6941","Poisonous","Flat","Scaly","Brown","Fishy","leaves"
"6942","Edible","Flat","Scaly","Brown","None","paths"
"6943","Poisonous","Knobbed","Smooth","Brown","Spicy","woods"
"6944","Poisonous","Knobbed","Smooth","Brown","Fishy","leaves"
"6945","Poisonous","Flat","Scaly","Brown","Spicy","leaves"
"6946","Poisonous","Flat","Scaly","Red","Musty","woods"
"6947","Poisonous","Convex","Smooth","Red","Foul","woods"
"6948","Poisonous","Knobbed","Scaly","Red","Spicy","paths"
"6949","Poisonous","Convex","Smooth","Brown","Spicy","leaves"
"6950","Poisonous","Knobbed","Smooth","Red","Foul","leaves"
"6951","Poisonous","Knobbed","Scaly","Brown","Foul","leaves"
"6952","Poisonous","Flat","Scaly","Red","Foul","paths"
"6953","Edible","Convex","Fibrous","White","None","grasses"
"6954","Poisonous","Knobbed","Smooth","Brown","Spicy","woods"
"6955","Poisonous","Flat","Smooth","Brown","Foul","paths"
"6956","Poisonous","Knobbed","Smooth","Red","Fishy","woods"
"6957","Poisonous","Knobbed","Smooth","Red","Spicy","leaves"
"6958","Poisonous","Knobbed","Scaly","Brown","Spicy","leaves"
"6959","Edible","Knobbed","Fibrous","White","None","grasses"
"6960","Poisonous","Knobbed","Smooth","Brown","Foul","paths"
"6961","Poisonous","Knobbed","Scaly","Brown","Spicy","leaves"
"6962","Poisonous","Knobbed","Smooth","Brown","Spicy","leaves"
"6963","Poisonous","Knobbed","Smooth","Red","Spicy","woods"
"6964","Poisonous","Convex","Smooth","Brown","Fishy","leaves"
"6965","Poisonous","Convex","Scaly","Red","Spicy","leaves"
"6966","Poisonous","Flat","Smooth","Red","Fishy","paths"
"6967","Poisonous","Knobbed","Scaly","Brown","Foul","woods"
"6968","Edible","Bell","Smooth","Brown","None","woods"
"6969","Poisonous","Flat","Smooth","Brown","Foul","paths"
"6970","Poisonous","Knobbed","Scaly","Red","Foul","woods"
"6971","Edible","Convex","Smooth","Brown","None","woods"
"6972","Poisonous","Flat","Smooth","Brown","Foul","woods"
"6973","Poisonous","Knobbed","Smooth","Brown","Fishy","leaves"
"6974","Poisonous","Flat","Scaly","Brown","Spicy","paths"
"6975","Poisonous","Convex","Smooth","Brown","Spicy","paths"
"6976","Edible","Knobbed","Fibrous","White","None","grasses"
"6977","Poisonous","Flat","Scaly","Red","Foul","woods"
"6978","Poisonous","Convex","Smooth","Red","Fishy","paths"
"6979","Poisonous","Convex","Smooth","Brown","Foul","leaves"
"6980","Poisonous","Flat","Smooth","Brown","Foul","paths"
"6981","Poisonous","Knobbed","Smooth","Brown","Fishy","leaves"
"6982","Poisonous","Knobbed","Smooth","Red","Foul","paths"
"6983","Poisonous","Knobbed","Smooth","Red","Spicy","leaves"
"6984","Poisonous","Convex","Smooth","Red","Foul","woods"
"6985","Edible","Bell","Smooth","Brown","None","paths"
"6986","Poisonous","Knobbed","Smooth","Red","Fishy","paths"
"6987","Poisonous","Convex","Smooth","Brown","Foul","paths"
"6988","Poisonous","Convex","Scaly","Red","Foul","paths"
"6989","Poisonous","Flat","Smooth","Red","Spicy","leaves"
"6990","Edible","Bell","Smooth","Brown","None","leaves"
"6991","Edible","Knobbed","Smooth","Gray","None","grasses"
"6992","Poisonous","Knobbed","Scaly","Red","Musty","woods"
"6993","Poisonous","Knobbed","Scaly","Red","Fishy","leaves"
"6994","Poisonous","Flat","Smooth","Red","Fishy","woods"
"6995","Edible","Knobbed","Smooth","Brown","None","leaves"
"6996","Poisonous","Flat","Scaly","Red","Spicy","woods"
"6997","Poisonous","Knobbed","Scaly","Red","Spicy","woods"
"6998","Edible","Knobbed","Fibrous","White","None","grasses"
"6999","Edible","Convex","Smooth","Gray","None","grasses"
"7000","Edible","Knobbed","Smooth","Brown","None","leaves"
"7001","Poisonous","Knobbed","Scaly","Red","Spicy","woods"
"7002","Poisonous","Knobbed","Scaly","Brown","Spicy","leaves"
"7003","Poisonous","Knobbed","Smooth","Red","Spicy","paths"
"7004","Edible","Convex","Smooth","White","None","grasses"
"7005","Edible","Knobbed","Smooth","White","None","grasses"
"7006","Edible","Knobbed","Smooth","White","None","grasses"
"7007","Poisonous","Knobbed","Smooth","Red","Foul","leaves"
"7008","Poisonous","Convex","Smooth","Red","Spicy","paths"
"7009","Edible","Knobbed","Smooth","Gray","None","grasses"
"7010","Edible","Convex","Fibrous","White","None","grasses"
"7011","Poisonous","Knobbed","Scaly","Red","Foul","woods"
"7012","Edible","Bell","Smooth","White","None","grasses"
"7013","Poisonous","Knobbed","Smooth","Red","Spicy","paths"
"7014","Poisonous","Flat","Smooth","Brown","Foul","paths"
"7015","Poisonous","Flat","Scaly","Brown","Foul","woods"
"7016","Edible","Knobbed","Smooth","Gray","None","grasses"
"7017","Edible","Convex","Smooth","White","None","grasses"
"7018","Poisonous","Flat","Scaly","Red","Fishy","paths"
"7019","Poisonous","Convex","Smooth","Red","Foul","woods"
"7020","Edible","Convex","Fibrous","White","None","grasses"
"7021","Edible","Knobbed","Fibrous","White","None","grasses"
"7022","Poisonous","Flat","Smooth","Red","Spicy","woods"
"7023","Edible","Flat","Smooth","Gray","None","paths"
"7024","Poisonous","Knobbed","Smooth","Red","Fishy","woods"
"7025","Poisonous","Convex","Smooth","Brown","Fishy","paths"
"7026","Edible","Knobbed","Smooth","Brown","None","leaves"
"7027","Edible","Convex","Smooth","Brown","None","leaves"
"7028","Poisonous","Knobbed","Scaly","Red","Spicy","leaves"
"7029","Poisonous","Convex","Smooth","Red","Fishy","woods"
"7030","Poisonous","Convex","Smooth","Brown","Spicy","woods"
"7031","Poisonous","Knobbed","Smooth","Red","Fishy","woods"
"7032","Poisonous","Convex","Smooth","Brown","Fishy","leaves"
"7033","Edible","Knobbed","Fibrous","White","None","grasses"
"7034","Edible","Knobbed","Smooth","Brown","None","leaves"
"7035","Poisonous","Knobbed","Scaly","Cinnamon","Musty","woods"
"7036","Edible","Convex","Fibrous","Gray","None","grasses"
"7037","Edible","Convex","Smooth","Brown","None","leaves"
"7038","Edible","Convex","Smooth","Brown","None","leaves"
"7039","Poisonous","Knobbed","Scaly","Red","Spicy","paths"
"7040","Edible","Knobbed","Fibrous","White","None","grasses"
"7041","Edible","Convex","Fibrous","Gray","None","grasses"
"7042","Edible","Flat","Smooth","Brown","None","leaves"
"7043","Poisonous","Knobbed","Scaly","Brown","Fishy","woods"
"7044","Poisonous","Knobbed","Scaly","Brown","Spicy","leaves"
"7045","Poisonous","Flat","Scaly","Brown","Spicy","woods"
"7046","Poisonous","Flat","Scaly","Red","Fishy","paths"
"7047","Edible","Knobbed","Fibrous","Gray","None","grasses"
"7048","Poisonous","Flat","Scaly","Red","Spicy","woods"
"7049","Poisonous","Flat","Scaly","Brown","Spicy","paths"
"7050","Poisonous","Knobbed","Smooth","Red","Spicy","leaves"
"7051","Edible","Knobbed","Smooth","Gray","None","grasses"
"7052","Edible","Bell","Smooth","Brown","None","leaves"
"7053","Poisonous","Knobbed","Scaly","Brown","Foul","leaves"
"7054","Poisonous","Convex","Smooth","Brown","Spicy","paths"
"7055","Edible","Bell","Smooth","Brown","None","leaves"
"7056","Poisonous","Knobbed","Smooth","Brown","Fishy","woods"
"7057","Poisonous","Knobbed","Smooth","Brown","Fishy","paths"
"7058","Poisonous","Knobbed","Smooth","Red","Spicy","leaves"
"7059","Poisonous","Flat","Smooth","Red","Spicy","paths"
"7060","Poisonous","Convex","Smooth","Red","Spicy","paths"
"7061","Poisonous","Convex","Smooth","Red","Fishy","woods"
"7062","Poisonous","Convex","Smooth","Brown","Spicy","woods"
"7063","Poisonous","Knobbed","Scaly","Brown","Fishy","woods"
"7064","Edible","Convex","Smooth","Pink","None","paths"
"7065","Poisonous","Flat","Smooth","Red","Fishy","woods"
"7066","Poisonous","Convex","Scaly","Brown","Musty","woods"
"7067","Poisonous","Knobbed","Smooth","Brown","Foul","leaves"
"7068","Edible","Knobbed","Smooth","Gray","None","grasses"
"7069","Poisonous","Knobbed","Smooth","Brown","Foul","woods"
"7070","Poisonous","Flat","Scaly","Brown","Fishy","paths"
"7071","Poisonous","Knobbed","Smooth","Brown","Spicy","paths"
"7072","Poisonous","Knobbed","Scaly","Red","Fishy","woods"
"7073","Poisonous","Flat","Scaly","Red","Foul","woods"
"7074","Edible","Flat","Smooth","Cinnamon","None","paths"
"7075","Poisonous","Flat","Scaly","Brown","Foul","leaves"
"7076","Poisonous","Knobbed","Smooth","Red","Foul","woods"
"7077","Poisonous","Convex","Smooth","Red","Fishy","leaves"
"7078","Poisonous","Flat","Scaly","Red","Fishy","leaves"
"7079","Poisonous","Convex","Smooth","Brown","Foul","paths"
"7080","Edible","Flat","Smooth","Brown","None","leaves"
"7081","Poisonous","Flat","Smooth","Red","Spicy","woods"
"7082","Poisonous","Convex","Scaly","Red","Spicy","paths"
"7083","Poisonous","Convex","Scaly","Red","Foul","woods"
"7084","Poisonous","Convex","Smooth","Red","Spicy","paths"
"7085","Poisonous","Knobbed","Smooth","Red","Foul","leaves"
"7086","Poisonous","Convex","Smooth","Red","Fishy","leaves"
"7087","Edible","Bell","Fibrous","Gray","None","grasses"
"7088","Poisonous","Knobbed","Scaly","Red","Spicy","paths"
"7089","Poisonous","Knobbed","Smooth","Red","Spicy","leaves"
"7090","Edible","Knobbed","Fibrous","Gray","None","grasses"
"7091","Edible","Flat","Smooth","Brown","None","leaves"
"7092","Poisonous","Flat","Scaly","Brown","Musty","woods"
"7093","Poisonous","Knobbed","Smooth","Red","Spicy","woods"
"7094","Poisonous","Flat","Smooth","Brown","Foul","leaves"
"7095","Poisonous","Knobbed","Scaly","Brown","Foul","paths"
"7096","Poisonous","Knobbed","Smooth","Red","Fishy","leaves"
"7097","Poisonous","Knobbed","Scaly","Brown","Fishy","paths"
"7098","Poisonous","Knobbed","Scaly","Brown","Fishy","leaves"
"7099","Edible","Convex","Fibrous","Gray","None","grasses"
"7100","Poisonous","Knobbed","Scaly","Red","Foul","paths"
"7101","Poisonous","Convex","Scaly","Cinnamon","Musty","woods"
"7102","Poisonous","Knobbed","Scaly","Red","Spicy","paths"
"7103","Poisonous","Knobbed","Scaly","Red","Spicy","leaves"
"7104","Edible","Bell","Smooth","White","None","grasses"
"7105","Poisonous","Knobbed","Smooth","Brown","Fishy","woods"
"7106","Poisonous","Convex","Smooth","Red","Fishy","paths"
"7107","Poisonous","Flat","Scaly","Brown","Foul","leaves"
"7108","Poisonous","Flat","Smooth","Red","Fishy","paths"
"7109","Poisonous","Knobbed","Scaly","Red","Foul","woods"
"7110","Poisonous","Knobbed","Scaly","Red","Foul","woods"
"7111","Edible","Bell","Fibrous","White","None","grasses"
"7112","Poisonous","Knobbed","Scaly","Brown","Musty","woods"
"7113","Poisonous","Flat","Scaly","Red","Fishy","woods"
"7114","Poisonous","Knobbed","Smooth","Brown","Foul","paths"
"7115","Poisonous","Knobbed","Scaly","Brown","Foul","paths"
"7116","Poisonous","Convex","Smooth","Red","Spicy","leaves"
"7117","Edible","Convex","Scaly","Gray","None","paths"
"7118","Poisonous","Flat","Smooth","Brown","Fishy","woods"
"7119","Poisonous","Knobbed","Scaly","Red","Fishy","paths"
"7120","Edible","Knobbed","Fibrous","White","None","grasses"
"7121","Poisonous","Convex","Smooth","Brown","Spicy","woods"
"7122","Poisonous","Knobbed","Scaly","Brown","Fishy","woods"
"7123","Poisonous","Convex","Smooth","Red","Spicy","woods"
"7124","Edible","Knobbed","Smooth","White","None","grasses"
"7125","Poisonous","Flat","Scaly","Brown","Spicy","paths"
"7126","Poisonous","Knobbed","Smooth","Red","Spicy","paths"
"7127","Poisonous","Knobbed","Smooth","Red","Fishy","paths"
"7128","Poisonous","Flat","Scaly","Red","Foul","leaves"
"7129","Edible","Flat","Smooth","Brown","None","leaves"
"7130","Poisonous","Flat","Scaly","Brown","Fishy","woods"
"7131","Poisonous","Knobbed","Scaly","Red","Fishy","woods"
"7132","Poisonous","Knobbed","Smooth","Red","Fishy","woods"
"7133","Poisonous","Knobbed","Smooth","Red","Foul","leaves"
"7134","Edible","Bell","Smooth","Brown","None","leaves"
"7135","Edible","Knobbed","Smooth","Gray","None","grasses"
"7136","Edible","Convex","Smooth","Brown","None","leaves"
"7137","Edible","Convex","Fibrous","Gray","None","grasses"
"7138","Poisonous","Knobbed","Smooth","Red","Fishy","woods"
"7139","Poisonous","Flat","Scaly","Red","Foul","woods"
"7140","Poisonous","Knobbed","Smooth","Brown","Spicy","woods"
"7141","Poisonous","Knobbed","Smooth","Brown","Fishy","paths"
"7142","Edible","Bell","Smooth","White","None","grasses"
"7143","Poisonous","Flat","Smooth","Brown","Spicy","woods"
"7144","Edible","Bell","Fibrous","Gray","None","grasses"
"7145","Poisonous","Convex","Smooth","Brown","Foul","woods"
"7146","Poisonous","Convex","Scaly","Red","Foul","leaves"
"7147","Poisonous","Flat","Scaly","Cinnamon","Musty","woods"
"7148","Poisonous","Flat","Smooth","Brown","Spicy","woods"
"7149","Poisonous","Convex","Scaly","Red","Spicy","leaves"
"7150","Poisonous","Flat","Smooth","Brown","Spicy","leaves"
"7151","Poisonous","Flat","Scaly","Red","Foul","paths"
"7152","Poisonous","Flat","Smooth","Red","Foul","leaves"
"7153","Poisonous","Convex","Smooth","Red","Spicy","woods"
"7154","Edible","Knobbed","Smooth","Gray","None","grasses"
"7155","Poisonous","Convex","Smooth","Red","Fishy","paths"
"7156","Poisonous","Knobbed","Smooth","Brown","Fishy","leaves"
"7157","Poisonous","Knobbed","Scaly","Red","Spicy","leaves"
"7158","Poisonous","Convex","Smooth","Brown","Fishy","paths"
"7159","Edible","Bell","Smooth","Gray","None","grasses"
"7160","Poisonous","Convex","Smooth","Brown","Spicy","leaves"
"7161","Poisonous","Flat","Smooth","Red","Spicy","woods"
"7162","Poisonous","Knobbed","Smooth","Brown","Spicy","woods"
"7163","Edible","Bell","Smooth","Gray","None","grasses"
"7164","Poisonous","Convex","Smooth","Brown","Fishy","paths"
"7165","Poisonous","Flat","Scaly","Red","Fishy","paths"
"7166","Poisonous","Flat","Smooth","Red","Fishy","woods"
"7167","Poisonous","Flat","Scaly","Brown","Musty","woods"
"7168","Edible","Bell","Fibrous","Gray","None","grasses"
"7169","Poisonous","Flat","Smooth","Red","Foul","paths"
"7170","Poisonous","Knobbed","Smooth","Brown","Foul","leaves"
"7171","Edible","Knobbed","Smooth","Gray","None","grasses"
"7172","Poisonous","Knobbed","Scaly","Brown","Foul","leaves"
"7173","Poisonous","Convex","Smooth","Red","Spicy","leaves"
"7174","Edible","Bell","Smooth","Brown","None","leaves"
"7175","Poisonous","Knobbed","Scaly","Brown","Foul","leaves"
